row_label_raw,row_label_full,col_0,Từ 15/01/2016đến 31/12/2016(VND),Từ 01/01/2016 đến14/01/2016(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND),numeric__Từ 01/01/2016 đến14/01/2016(VND)
"Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay","Lãi tiền gửi, tiền cho vay",7.755.644.734,-,7755644734.0,
Tiền cổ tức và lợi nhuận được chia,Tiền cổ tức và lợi nhuận được chia,Tiền cổ tức và lợi nhuận được chia,7.210.000.000,25.235.000.000,7210000000.0,25235000000.0
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,28.845.999.697,6.870.625.598,28845999697.0,6870625598.0
Doanh thu tài chính khác,Doanh thu tài chính khác,Doanh thu tài chính khác,-,30.932.068,,30932068.0
Cộng,Cộng,Cộng,43.811.644.431,32.136.557.666,43811644431.0,32136557666.0
