row_label_raw,row_label_full,col_0,Từ 15/01/2016đến 31/12/2016(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Lợi nhuận kế toán sau thuế TNDN của cổ đông công ty mẹCác khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông.,Lợi nhuận kế toán sau thuế TNDN của cổ đông công ty mẹCác khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông.,Lợi nhuận kế toán sau thuế TNDN của cổ đông công ty mẹCác khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán để xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông.,471.358.203.606,471358203606.0
Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông.,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông.,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông.,-,
Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông. > Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ,Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ,680.000.000,680000000.0
Lãi cơ bản trên cổ phiếu,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông. > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,693,693.0
