row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016,15/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__15/01/2016
Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),219,,-,-,219.0,,,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,21.750.060.781.916,23.587.380.869.395,220.0,,21750060781916.0,23587380869395.0
TSCĐ hữu hình,TSCĐ hữu hình,TSCĐ hữu hình,221,5.8,21.720.948.623.839,23.550.755.151.021,221.0,58.0,21720948623839.0,23550755151021.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,33.072.779.667.978,32.977.158.048.361,222.0,,33072779667978.0,32977158048361.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(11.351.831.044.139),(9.426.402.897.340),223.0,,-11351831044139.0,-9426402897340.0
TSCĐ vô hình,TSCĐ vô hình,TSCĐ vô hình,227,5.9,29.112.158.077,36.625.718.374,227.0,59.0,29112158077.0,36625718374.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,32.274.149.758,38.436.121.238,228.0,,32274149758.0,38436121238.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(3.161.991.681),(1.810.402.864),229.0,,-3161991681.0,-1810402864.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,5.7,118.100.951.732,97.512.462.455,240.0,57.0,118100951732.0,97512462455.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,30.975.440.633,20.628.408.300,241.0,,30975440633.0,20628408300.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,87.125.511.099,76.884.054.155,242.0,,87125511099.0,76884054155.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5.2,797.472.925.996,941.247.404.569,250.0,52.0,797472925996.0,941247404569.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,985.091.726.279,941.247.404.569,253.0,,985091726279.0,941247404569.0
DP giảm giá đầu tư chứng khoán dài hạn (*),DP giảm giá đầu tư chứng khoán dài hạn (*),DP giảm giá đầu tư chứng khoán dài hạn (*),254,,(187.618.800.283),-,254.0,,-187618800283.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,1.543.839.294.022,859.652.084.333,260.0,,1543839294022.0,859652084333.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5.10,1.342.150.083.112,630.776.968.112,261.0,510.0,1342150083112.0,630776968112.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,201.689.210.910,228.875.116.221,263.0,,201689210910.0,228875116221.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,-,-,268.0,,,
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,,-,-,269.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,26.654.427.415.924,28.291.345.685.278,270.0,,26654427415924.0,28291345685278.0
