row_label_raw,row_label_full,col_0,Nguyên tệ,VND,numeric__Nguyên tệ,numeric__VND
Ngoại tệ,Ngoại tệ,Ngoại tệ,-,-,,
Đồng Việt Nam,Ngoại tệ > Đồng Việt Nam,Đồng Việt Nam,,1.414.689.840,,1414689840.0
Cộng,Ngoại tệ > Cộng,Cộng,,1.414.689.840,,1414689840.0
