row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
Tài sản dài hạn\( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),Tài sản dài hạn\( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),Tài sản dài hạn\( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),200,,1.218.994.191.760,715.625.027.423,200.0,,1218994191760.0,715625027423.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,117.000.000.000,-,210.0,,117000000000.0,
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8(b),117.000.000.000,-,215.0,,117000000000.0,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,2.132.216.736,4.086.934.458,220.0,,2132216736.0,4086934458.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,1.972.016.737,3.951.934.458,221.0,12.0,1972016737.0,3951934458.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,20.743.629.802,21.143.267.615,222.0,,20743629802.0,21143267615.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(18.771.613.065),(17.191.333.157),223.0,,-18771613065.0,-17191333157.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,,160.199.999,135.000.000,227.0,,160199999.0,135000000.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,214.230.000,135.000.000,228.0,,214230000.0,135000000.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(54.030.001),-,229.0,,-54030001.0,
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,13,213.741.060.484,226.807.526.000,230.0,13.0,213741060484.0,226807526000.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,259.279.089.355,258.833.974.282,231.0,,259279089355.0,258833974282.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(45.538.028.871),(32.026.448.282),232.0,,-45538028871.0,-32026448282.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,170.351.843.216,50.402.902.778,240.0,,170351843216.0,50402902778.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,14,170.351.843.216,50.402.902.778,242.0,14.0,170351843216.0,50402902778.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6(c),715.443.088.630,434.135.019.795,250.0,,715443088630.0,434135019795.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,568.271.208.630,298.963.139.795,251.0,,568271208630.0,298963139795.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,136.971.880.000,136.971.880.000,252.0,,136971880000.0,136971880000.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,12.000.000.000,-,253.0,,12000000000.0,
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(1.800.000.000),(1.800.000.000),254.0,,-1800000000.0,-1800000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,325.982.694,192.644.392,260.0,,325982694.0,192644392.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,,315.982.694,182.644.392,261.0,,315982694.0,182644392.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,10.000.000,10.000.000,268.0,,10000000.0,10000000.0
TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),270,,2.128.467.949.188,1.658.720.324.707,270.0,,2128467949188.0,1658720324707.0
