row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2015VND,2014VND,,
Công ty TNHH MTV Quản lý – Vận hành –Khai thác Bất động sản Hà ĐôMua hàng hóa và dịch vụ,Công ty TNHH MTV Quản lý – Vận hành –Khai thác Bất động sản Hà ĐôMua hàng hóa và dịch vụ,Công ty TNHH MTV Quản lý – Vận hành –Khai thác Bất động sản Hà ĐôMua hàng hóa và dịch vụ,9.303.405.554,10.687.271.007,9303405554.0,10687271007.0
Công ty TNHH MTV Kinh doanh và Môi giớiBất động sản Hà ĐôMua hàng hóa và dịch vụ,Công ty TNHH MTV Kinh doanh và Môi giớiBất động sản Hà ĐôMua hàng hóa và dịch vụ,Công ty TNHH MTV Kinh doanh và Môi giớiBất động sản Hà ĐôMua hàng hóa và dịch vụ,2.221.446.790,2.646.141.014,2221446790.0,2646141014.0
Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,1.334.721.405,1.069.146.305,1334721405.0,1069146305.0
Công ty Cổ phần Hà Đô – 756 Sài GònGóp vốn,Công ty Cổ phần Hà Đô – 756 Sài GònGóp vốn,Công ty Cổ phần Hà Đô – 756 Sài GònGóp vốn,267.800.000.000,10.000.000.000,267800000000.0,10000000000.0
Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,5.704.153.268,-,5704153268.0,
Vay ngắn hạn và hoàn trả trong năm,Vay ngắn hạn và hoàn trả trong năm,Vay ngắn hạn và hoàn trả trong năm,275.000.000.000,-,275000000000.0,
Chỉ phí lãi vay,Chỉ phí lãi vay,Chỉ phí lãi vay,411.951.390,-,411951390.0,
Công ty Cổ phần Za HưngCổ tức được chia,Công ty Cổ phần Za HưngCổ tức được chia,Công ty Cổ phần Za HưngCổ tức được chia,13.500.930.000,5.812.900.000,13500930000.0,5812900000.0
Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,365.280.000,392.400.000,365280000.0,392400000.0
Góp vốn,Góp vốn,Góp vốn,-,18.751.300.000,,18751300000.0
Cho vay và thu lại vay ngắn hạn,Cho vay và thu lại vay ngắn hạn,Cho vay và thu lại vay ngắn hạn,20.000.000.000,-,20000000000.0,
Thu nhập lãi vay,Thu nhập lãi vay,Thu nhập lãi vay,300.000.000,-,300000000.0,
Công ty Cổ phần Thương Mại Hà ĐôBán hàng hóa và dịch vụ,Công ty Cổ phần Thương Mại Hà ĐôBán hàng hóa và dịch vụ,Công ty Cổ phần Thương Mại Hà ĐôBán hàng hóa và dịch vụ,1.080.000.000,-,1080000000.0,
"Thành viên Hội đồng Quản trị , Ban Giám đốc vàBan Kiểm soátLương và phụ cấp","Thành viên Hội đồng Quản trị , Ban Giám đốc vàBan Kiểm soátLương và phụ cấp","Thành viên Hội đồng Quản trị , Ban Giám đốc vàBan Kiểm soátLương và phụ cấp",6.861.120.201,4.163.686.000,6861120201.0,4163686000.0
