row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2015VND > -,Số phải nộptrong nămVND > 17.928.794.270,Số đã nộp/ bù trừtrong nămVND > (17.928.794.270),31/12/2015VND > -,numeric__1/1/2015VND > -,numeric__Số phải nộptrong nămVND > 17.928.794.270,numeric__Số đã nộp/ bù trừtrong nămVND > (17.928.794.270),numeric__31/12/2015VND > -
Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,27.915.537.002,31.952.439.988,(59.867.976.990),-,27915537002.0,31952439988.0,-59867976990.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,111.294.907,-,111.294.907,,111294907.0,,111294907.0
,,,27.915.537.002,49.992.529.165,(77.796.771.260),111.294.907,27915537002.0,49992529165.0,-77796771260.0,111294907.0
