row_label_raw,row_label_full,Các khoản vay,Các khoản vay_1,Các khoản vay_2,Các khoản vay_3,Các khoản vay_4,Các khoản vay_5,Các khoản vay_6,numeric__Các khoản vay_1,numeric__Các khoản vay_2,numeric__Các khoản vay_3,numeric__Các khoản vay_4,numeric__Các khoản vay_5,numeric__Các khoản vay_6
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,
,,,1/1/2015,1/1/2015,Biến động trong năm,Biến động trong năm,31/12/2015,31/12/2015,,,,,,
,,,Giá trị ghi số VND,Số có khả năng trả nợ VND,Tăng VND,Giảm VND,Giá trị ghi số VND,Số có khả năng trả nợ VND,,,,,,
Vay ngắn hạn,Vay ngắn hạn > Vay ngắn hạn,Vay ngắn hạn,40.000.000.000,40.000.000.000,704.717.607.000,(634.273.607.000),110.444.000.000,110.444.000.000,40000000000.0,40000000000.0,704717607000.0,-634273607000.0,110444000000.0,110444000000.0
Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,,,,,,
,,,,,,Loại tiền,Lãi suất năm,2015 VND,,,,,,
Vay cá nhân,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau: > Vay cá nhân,Vay cá nhân,,,,VND,"8,3% - 8,5%",77.444.000.000,,,,,,77444000000.0
Vay từ công ty liên quan,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau: > Vay từ công ty liên quan,Vay từ công ty liên quan,,,,VND,"4,8%",33.000.000.000,,,,,0.048,33000000000.0
,,,,,,,,110.444.000.000,,,,,,110444000000.0
