row_label_raw,row_label_full,Phải thu do chênh lệch giữa giá trị của các khoản đầu tư và phần vốn góp trong công ty liên kết,31/12/2021VND > 277.230.733.543,1/1/2021VND > 277.230.733.543,numeric__31/12/2021VND > 277.230.733.543,numeric__1/1/2021VND > 277.230.733.543
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,306.146.589.017,319.447.001.355,306146589017.0,319447001355.0
Phải thu về cổ tức,Phải thu về cổ tức,Phải thu về cổ tức,223.865.285.610,185.039.172.636,223865285610.0,185039172636.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,63.165.432.387,38.547.109.171,63165432387.0,38547109171.0
,,,870.408.040.557,820.264.016.705,870408040557.0,820264016705.0
