row_label_raw,row_label_full,col_0,1/1/2021VND,Số phát sinh trong năm VND,Số đã nộp trong năm VND,Số đã cán trừ trong năm VND,31/12/2021VND,numeric__1/1/2021VND,numeric__Số phát sinh trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số đã cán trừ trong năm VND,numeric__31/12/2021VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,231.029.079.755,2.102.552.955.521,(2.081.730.283.956),-,251.851.751.320,231029079755.0,2102552955521.0,-2081730283956.0,,251851751320.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,175.556.059.116,471.637.285.430,(450.125.220.241),-,197.068.124.305,175556059116.0,471637285430.0,-450125220241.0,,197068124305.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,3.982.536.431.417,(514.598.137.616),(3.467.938.293.801),-,,3982536431417.0,-514598137616.0,-3467938293801.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,12.022.326.041,29.093.554.087,(30.659.566.719),-,10.456.313.409,12022326041.0,29093554087.0,-30659566719.0,,10456313409.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,4.201.244.646,(4.201.244.646),-,-,,4201244646.0,-4201244646.0,,
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,1.581.049.815,30.567.143.684,(25.526.101.104),(5.041.042.580),1.581.049.815,1581049815.0,30567143684.0,-25526101104.0,-5041042580.0,1581049815.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,43.728.000,61.930.932,(100.818.452),-,4.840.480,43728000.0,61930932.0,-100818452.0,,4840480.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.175.770.000,3.274.135.517,(3.193.978.761),-,1.255.926.756,1175770000.0,3274135517.0,-3193978761.0,,1255926756.0
,,,421.408.012.727,6.623.924.681.234,(3.110.135.351.495),(3.472.979.336.381),462.218.006.085,421408012727.0,6623924681234.0,-3110135351495.0,-3472979336381.0,462218006085.0
