row_label_raw,row_label_full,col_0,Code,Note,31/12/2021 VND,1/1/2021 VND,numeric__Code,numeric__Note,numeric__31/12/2021 VND,numeric__1/1/2021 VND
RESOURCES,RESOURCES,RESOURCES,RESOURCES,RESOURCES,RESOURCES,RESOURCES,,,,
LIABILITIES (300 = 310 + 330),RESOURCES > LIABILITIES (300 = 310 + 330),LIABILITIES (300 = 310 + 330),300,,"6,469,730,925,708","4,172,196,758,994",300.0,,,
Current liabilities,RESOURCES > Current liabilities,Current liabilities,310,,"6,378,330,653,010","3,962,482,641,588",310.0,,,
Accounts payable to suppliers,RESOURCES > Accounts payable to suppliers,Accounts payable to suppliers,311,18,"3,459,074,140,936","2,474,870,892,087",311.0,18.0,,
Advances from customers,RESOURCES > Advances from customers,Advances from customers,312,,"12,729,716,548","9,253,764,935",312.0,,,
Taxes payable to State Treasury,RESOURCES > Taxes payable to State Treasury,Taxes payable to State Treasury,313,19(a),"462,218,006,085","421,408,012,727",313.0,,,
Payables to employees,RESOURCES > Payables to employees,Payables to employees,314,,"49,324,640,145","115,924,548,319",314.0,,,
Accrued expenses,RESOURCES > Accrued expenses,Accrued expenses,315,20,"223,444,283,266","63,578,188,110",315.0,20.0,,
Other payables – short-term,RESOURCES > Other payables – short-term,Other payables – short-term,319,21(a),"2,097,686,577,317","821,620,731,968",319.0,,,
Bonus and welfare fund,RESOURCES > Bonus and welfare fund,Bonus and welfare fund,322,22,"73,853,288,713","55,826,503,442",322.0,22.0,,
Long-term liabilities,RESOURCES > Long-term liabilities,Long-term liabilities,330,,"91,400,272,698","209,714,117,406",330.0,,,
Other payables – long-term,RESOURCES > Other payables – long-term,Other payables – long-term,337,21(b),"51,602,316,000","51,602,316,000",337.0,,,
Provisions – long-term,RESOURCES > Provisions – long-term,Provisions – long-term,342,23,"39,797,956,698","82,323,187,723",342.0,23.0,,
Science and technology development fund,RESOURCES > Science and technology development fund,Science and technology development fund,343,,-,"75,788,613,683",343.0,,,
EQUITY (400 = 410),RESOURCES > EQUITY (400 = 410),EQUITY (400 = 410),400,,"18,966,495,473,280","17,630,182,852,080",400.0,,,
Owners' equity,RESOURCES > Owners' equity,Owners' equity,410,24,"18,966,495,473,280","17,630,182,852,080",410.0,24.0,,
Share capital,RESOURCES > Share capital,Share capital,411,25,"6,412,811,860,000","6,412,811,860,000",411.0,25.0,,
Ordinary shares with voting rights,Ordinary shares with voting rights,Ordinary shares with voting rights,411a,,"6,412,811,860,000","6,412,811,860,000",,,,
Investment and development fund,Ordinary shares with voting rights > Investment and development fund,Investment and development fund,418,26,"760,819,802,040","760,819,802,040",418.0,26.0,,
Retained profits,Ordinary shares with voting rights > Retained profits,Retained profits,421,,"11,792,863,811,240","10,456,551,190,040",421.0,,,
Retained profits brought forward,Retained profits brought forward,Retained profits brought forward,421a,,"8,212,067,039,040","5,904,397,297,061",,,,
Retained profit for the current year,Retained profit for the current year,Retained profit for the current year,421b,,"3,580,796,772,200","4,552,153,892,979",,,,
TOTAL RESOURCES(440 = 300 + 400),Retained profit for the current year > TOTAL RESOURCES(440 = 300 + 400),TOTAL RESOURCES(440 = 300 + 400),440,,"25,436,226,398,988","21,802,379,611,074",440.0,,,
