row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc VND,31/12/2021 > Dự phòng VND,31/12/2021 > Giá trị ghi số VND,1/1/2021 > Giá gốc VND,1/1/2021 > Dự phòng VND,1/1/2021 > Giá trị ghi số VND,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị ghi số VND,numeric__1/1/2021 > Giá gốc VND,numeric__1/1/2021 > Dự phòng VND,numeric__1/1/2021 > Giá trị ghi số VND
Đầu tư vào các công ty con (i),Đầu tư vào các công ty con (i),Đầu tư vào các công ty con (i),2.837.212.995.029,(147.185.283.844),2.690.027.711.185,2.837.212.995.029,(148.863.029.844),2.688.349.965.185,2837212995029.0,-147185283844.0,2690027711185.0,2837212995029.0,-148863029844.0,2688349965185.0
Đầu tư vào các công ty liên kết và cơ sở kinh doanh đồng kiểm soát (ii),Đầu tư vào các công ty liên kết và cơ sở kinh doanh đồng kiểm soát (ii),Đầu tư vào các công ty liên kết và cơ sở kinh doanh đồng kiểm soát (ii),613.705.350.635,(88.552.228.802),525.153.121.833,613.705.350.635,(108.857.170.530),504.848.180.105,613705350635.0,-88552228802.0,525153121833.0,613705350635.0,-108857170530.0,504848180105.0
Đầu tư góp vốn vào các đơn vị khác (iii),Đầu tư góp vốn vào các đơn vị khác (iii),Đầu tư góp vốn vào các đơn vị khác (iii),569.372.362.407,(326.923.222.922),242.449.139.485,785.951.682.407,(335.225.512.322),450.726.170.085,569372362407.0,-326923222922.0,242449139485.0,785951682407.0,-335225512322.0,450726170085.0
,,,4.020.290.708.071,(562.660.735.568),3.457.629.972.503,4.236.870.028.071,(592.945.712.696),3.643.924.315.375,4020290708071.0,-562660735568.0,3457629972503.0,4236870028071.0,-592945712696.0,3643924315375.0
