row_label_raw,row_label_full,col_0,Code,Note,31/12/2021 VND,1/1/2021 VND,numeric__Code,numeric__Note,numeric__31/12/2021 VND,numeric__1/1/2021 VND
Long-term assets,Long-term assets,Long-term assets,Long-term assets,Long-term assets,Long-term assets,Long-term assets,,,,
(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets > (200 = 210 + 220 + 230 + 240 + 250 + 260),(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"5,426,363,614,483","5,716,098,338,293",200.0,,,
Accounts receivable – long-term,Long-term assets > Accounts receivable – long-term,Accounts receivable – long-term,210,,"317,605,589,874","318,486,459,874",210.0,,,
Loans receivable – long-term,Long-term assets > Loans receivable – long-term,Loans receivable – long-term,215,,"4,000,000,000","4,000,000,000",215.0,,,
Other long-term receivables,Long-term assets > Other long-term receivables,Other long-term receivables,216,9(b),"346,474,469,779","347,355,339,779",216.0,,,
Allowance for doubtful debts,Long-term assets > Allowance for doubtful debts,Allowance for doubtful debts,219,10(b),"(32,868,879,905)","(32,868,879,905)",219.0,,,
Fixed assets,Long-term assets > Fixed assets,Fixed assets,220,,"1,372,102,664,799","1,513,885,418,173",220.0,,,
Tangible fixed assets,Long-term assets > Tangible fixed assets,Tangible fixed assets,221,13,"519,922,692,044","649,409,598,012",221.0,13.0,,
Cost,Long-term assets > Cost,Cost,222,,"3,659,599,957,414","3,656,722,327,756",222.0,,,
Accumulated depreciation,Long-term assets > Accumulated depreciation,Accumulated depreciation,223,,"(3,139,677,265,370)","(3,007,312,729,744)",223.0,,,
Intangible fixed assets,Long-term assets > Intangible fixed assets,Intangible fixed assets,227,14,"852,179,972,755","864,475,820,161",227.0,14.0,,
Cost,Long-term assets > Cost,Cost,228,,"982,085,975,769","993,804,280,624",228.0,,,
Accumulated amortisation,Long-term assets > Accumulated amortisation,Accumulated amortisation,229,,"(129,906,003,014)","(129,328,460,463)",229.0,,,
Investment properties,Long-term assets > Investment properties,Investment properties,230,15,"29,527,891,877","3,178,271,188",230.0,15.0,,
Cost,Long-term assets > Cost,Cost,231,,"45,862,629,046","7,859,289,977",231.0,,,
Accumulated depreciation,Long-term assets > Accumulated depreciation,Accumulated depreciation,232,,"(16,334,737,169)","(4,681,018,789)",232.0,,,
Long-term work in progress,Long-term assets > Long-term work in progress,Long-term work in progress,240,,"24,342,956,863","11,252,785,047",240.0,,,
Construction in progress,Long-term assets > Construction in progress,Construction in progress,242,16,"24,342,956,863","11,252,785,047",242.0,16.0,,
Long-term financial investments,Long-term assets > Long-term financial investments,Long-term financial investments,250,7,"3,478,498,852,408","3,664,793,195,280",250.0,7.0,,
Investments in subsidiaries,Long-term assets > Investments in subsidiaries,Investments in subsidiaries,251,,"2,837,212,995,029","2,837,212,995,029",251.0,,,
Investments in associates and jointly controlled entities,Long-term assets > Investments in associates and jointly controlled entities,Investments in associates and jointly controlled entities,252,,"613,705,350,635","613,705,350,635",252.0,,,
Equity investments in other entities,Long-term assets > Equity investments in other entities,Equity investments in other entities,253,,"569,372,362,407","785,951,682,407",253.0,,,
Allowance for diminution in the value of long-term financial investments,Long-term assets > Allowance for diminution in the value of long-term financial investments,Allowance for diminution in the value of long-term financial investments,254,,"(562,660,735,568)","(592,945,712,696)",254.0,,,
Held-to-maturity investments,Long-term assets > Held-to-maturity investments,Held-to-maturity investments,255,,"20,868,879,905","20,868,879,905",255.0,,,
Other long-term assets,Long-term assets > Other long-term assets,Other long-term assets,260,,"204,285,658,662","204,502,208,731",260.0,,,
Long-term prepaid expenses,Long-term assets > Long-term prepaid expenses,Long-term prepaid expenses,261,12(b),"65,456,582,932","84,484,017,998",261.0,,,
Deferred tax assets,Long-term assets > Deferred tax assets,Deferred tax assets,262,17,"126,655,453,828","105,289,221,725",262.0,17.0,,
"Long-term tools, supplies and spare parts","Long-term assets > Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,11(b),"12,173,621,902","14,728,969,008",263.0,,,
TOTAL ASSETS (270 = 100 + 200),Long-term assets > TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"25,436,226,398,988","21,802,379,611,074",270.0,,,
