row_label_raw,row_label_full,col_0,Tài sản chờ góp vốn đầu tư (*) VND,Bao bì luân chuyển VND,Công cụ và dụng cụ và các chỉ phí khác VND,Tổng VND,numeric__Tài sản chờ góp vốn đầu tư (*) VND,numeric__Bao bì luân chuyển VND,numeric__Công cụ và dụng cụ và các chỉ phí khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,51.602.316.000,22.216.801.386,10.664.900.612,84.484.017.998,51602316000.0,22216801386.0,10664900612.0,84484017998.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,2.567.056.800,2.428.323.244,4.995.380.044,,2567056800.0,2428323244.0,4995380044.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,-,(16.725.206.792),(7.297.608.318),(24.022.815.110),,-16725206792.0,-7297608318.0,-24022815110.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,51.602.316.000,8.058.651.394,5.795.615.538,65.456.582.932,51602316000.0,8058651394.0,5795615538.0,65456582932.0
