row_label_raw,row_label_full,Company name > Vietnam Spirits and Wine Ltd,31/12/2021 > % of equity owned and voting right > 45.00%,"31/12/2021 > Cost VND > 31,632,170,530",31/12/2021 > Fair value VND > (*),31/12/2021 > Allowance VND > -,1/1/2021 > % of equity owned and voting right > 45.00%,"1/1/2021 > Cost VND > 31,632,170,530",1/1/2021 > Fair value VND > (*),"1/1/2021 > Allowance VND > (31,632,170,530)",numeric__31/12/2021 > % of equity owned and voting right > 45.00%,"numeric__31/12/2021 > Cost VND > 31,632,170,530",numeric__31/12/2021 > Fair value VND > (*),numeric__31/12/2021 > Allowance VND > -,numeric__1/1/2021 > % of equity owned and voting right > 45.00%,"numeric__1/1/2021 > Cost VND > 31,632,170,530",numeric__1/1/2021 > Fair value VND > (*),"numeric__1/1/2021 > Allowance VND > (31,632,170,530)"
Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,20.00%,"20,000,000,000",(*),-,20.00%,"20,000,000,000",(*),-,20.0,,,,20.0,,,
,,,,"613,705,350,635",,"(88,552,228,802)",,"613,705,350,635",,"(108,857,170,530)",,,,,,,,
