row_label_raw,row_label_full,col_0,31/12/2021VND,1/1/2021VND,numeric__31/12/2021VND,numeric__1/1/2021VND
Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,448.149.450,1.878.375.715,448149450.0,1878375715.0
Công ty mẹ cấp trung gianBeerCo Limited,Công ty mẹ cấp trung gianBeerCo Limited,Công ty mẹ cấp trung gianBeerCo Limited,1.727.126.808,-,1727126808.0,
Công ty mẹCông ty TNHH Vietnam Beverage,Công ty mẹCông ty TNHH Vietnam Beverage,Công ty mẹCông ty TNHH Vietnam Beverage,687.285.174.000,-,687285174000.0,
Các công ty conCông ty TNHH Một Thành Viên Thương mạiBia Sài Gòn,Các công ty conCông ty TNHH Một Thành Viên Thương mạiBia Sài Gòn,Các công ty conCông ty TNHH Một Thành Viên Thương mạiBia Sài Gòn,25.517.600.272,25.517.600.272,25517600272.0,25517600272.0
Công ty TNHH Một Thành Viên Cơ Khí Sa Be co,Công ty TNHH Một Thành Viên Cơ Khí Sa Be co,Công ty TNHH Một Thành Viên Cơ Khí Sa Be co,10.279.084.712,10.061.217.212,10279084712.0,10061217212.0
Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,8.988.336.717,8.988.336.717,8988336717.0,8988336717.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Bắc,1.522.160.540,1.522.160.540,1522160540.0,1522160540.0
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Tiền,739.328.874,739.328.874,739328874.0,739328874.0
Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Bắc Trung Bộ,437.717.745,437.717.745,437717745.0,437717745.0
Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,195.775.466,195.775.466,195775466.0,195775466.0
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,106.561.973,106.561.973,106561973.0,106561973.0
Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,102.571.168,-,102571168.0,
Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,82.229.450,82.229.450,82229450.0,82229450.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Đông,52.063.478,52.063.478,52063478.0,52063478.0
Công ty TNHH Một Thành Viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành Viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành Viên Bia Sài Gòn - Sóc Trăng,12.932.851,12.932.851,12932851.0,12932851.0
Các công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,287.780.949,287.780.949,287780949.0,287780949.0
Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,193.871.822,340.000,193871822.0,340000.0
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,-,10.937.943,,10937943.0
Các bên liên quan khácSuper Brands Company Pte. Ltd.,Các bên liên quan khácSuper Brands Company Pte. Ltd.,Các bên liên quan khácSuper Brands Company Pte. Ltd.,2.477.547.727,2.464.069.317,2477547727.0,2464069317.0
"Chang International Co., Ltd.","Chang International Co., Ltd.","Chang International Co., Ltd.",750.049.954,667.563.948,750049954.0,667563948.0
"Chang Beer Co., Ltd.","Chang Beer Co., Ltd.","Chang Beer Co., Ltd.",743.116.593,-,743116593.0,
"Fraser and Neave, Limited","Fraser and Neave, Limited","Fraser and Neave, Limited",626.614.560,481.446.018,626614560.0,481446018.0
Fraser & Neave (Singapore) Pte. Limited,Fraser & Neave (Singapore) Pte. Limited,Fraser & Neave (Singapore) Pte. Limited,-,2.000.000,,2000000.0
