row_label_raw,row_label_full,col_0,Land use rights (*) VND,Software VND,Total VND,numeric__Land use rights (*) VND,numeric__Software VND,numeric__Total VND
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening balance,Opening balance,Opening balance,"929,359,796,577","64,444,484,047","993,804,280,624",,,
Additions,Additions,Additions,-,"354,636,000","354,636,000",,,
Transfer to investment properties,Transfer to investment properties,Transfer to investment properties,"(12,072,940,855)",-,"(12,072,940,855)",,,
Closing balance,Closing balance,Closing balance,"917,286,855,722","64,799,120,047","982,085,975,769",,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,,,
Opening balance,Opening balance,Opening balance,"65,996,814,720","63,331,645,743","129,328,460,463",,,
Charge for the year,Charge for the year,Charge for the year,"4,577,645,607","516,662,402","5,094,308,009",,,
Transfer to investment properties,Transfer to investment properties,Transfer to investment properties,"(4,516,765,458)",-,"(4,516,765,458)",,,
Closing balance,Closing balance,Closing balance,"66,057,694,869","63,848,308,145","129,906,003,014",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,"863,362,981,857","1,112,838,304","864,475,820,161",,,
Closing balance,Closing balance,Closing balance,"851,229,160,853","950,811,902","852,179,972,755",,,
