row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2024,Tài sản tại ngày 31 tháng 12 năm 2024,Tài sản tại ngày 31 tháng 12 năm 2024,225.359.910,268.532,225.628.442,225359910.0,268532.0,225628442.0
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,36.541.251,268.532,36.809.783,36541251.0,268532.0,36809783.0
Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,167.737.997,-,167.737.997,167737997.0,,167737997.0
Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,20.856.651,-,20.856.651,20856651.0,,20856651.0
"Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",224.011,-,224.011,224011.0,,224011.0
Công nợ tại ngày 31 tháng 12 năm 2024,Công nợ tại ngày 31 tháng 12 năm 2024,Công nợ tại ngày 31 tháng 12 năm 2024,221.340.550,1.391.664,222.732.214,221340550.0,1391664.0,222732214.0
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,38.880.028,316.287,39.196.315,38880028.0,316287.0,39196315.0
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,158.334.003,-,158.334.003,158334003.0,,158334003.0
Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),4.118.782,-,4.118.782,4118782.0,,4118782.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",797,1.075.377,1.076.174,797.0,1075377.0,1076174.0
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,20.006.940,-,20.006.940,20006940.0,,20006940.0
Cam kết ngoại bằng tạingày 31 tháng 12 năm 2024,Cam kết ngoại bằng tạingày 31 tháng 12 năm 2024,Cam kết ngoại bằng tạingày 31 tháng 12 năm 2024,16.090.557,-,16.090.557,16090557.0,,16090557.0
