row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,159.317,158.913,,159317.0,158913.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(79.572),(54.577),,-79572.0,-54577.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14,579.517,581.592,14.0,579517.0,581592.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,755.607,744.439,,755607.0,744439.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(176.090),(162.847),,-176090.0,-162847.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,15,30.439,15.971,15.0,30439.0,15971.0
Nguyên giá bất động sản đầu tư,TÀI SẢN > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,30.439,15.971,,30439.0,15971.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,4.661.726,4.212.760,,4661726.0,4212760.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,16.1,919.497,1.466.711,161.0,919497.0,1466711.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",16.2,3.001.116,2.076.285,162.0,3001116.0,2076285.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,16.3,780.289,702.787,163.0,780289.0,702787.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,16.4,(39.176),(33.023),164.0,-39176.0,-33023.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,245.128.983,209.896.239,,245128983.0,209896239.0
