row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
"Bán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và động cơ khác",71.636.507,55.693.320,71636507.0,55693320.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,23.416.639,15.730.332,23416639.0,15730332.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,19.982.380,12.802.865,19982380.0,12802865.0
Xây dựng,Xây dựng,Xây dựng,12.418.316,10.241.206,12418316.0,10241206.0
"Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vất chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vất chất và dịch vụtự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộgia đình, sản xuất sản phẩm vất chất và dịch vụtự tiêu dùng của hộ gia đình",12.243.761,13.949.297,12243761.0,13949297.0
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",9.138.305,10.433.935,9138305.0,10433935.0
"Sản xuất và phân phối điện, khí đốt, nướcnóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nướcnóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nướcnóng, hơi nước và điều hòa không khí",7.758.888,11.513.182,7758888.0,11513182.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",3.560.168,3.623.355,3560168.0,3623355.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",2.687.391,3.683.797,2687391.0,3683797.0
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",2.147.909,1.020.340,2147909.0,1020340.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,963.352,1.279.707,963352.0,1279707.0
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",877.937,199.948,877937.0,199948.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,317.026,344.531,317026.0,344531.0
Khai khoáng,Khai khoáng,Khai khoáng,251.707,811.781,251707.0,811781.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,150.859,10.913,150859.0,10913.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,137.800,53.620,137800.0,53620.0
"Cung cấp nước; hoạt động quản lý và xử lý rácthải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rácthải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rácthải, nước thải",24.518,28.715,24518.0,28715.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,1.710,5.464,1710.0,5464.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,22.824,12.133,22824.0,12133.0
,,,167.737.997,141.438.441,167737997.0,141438441.0
