row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.103.964,1.888.273,2103964.0,1888273.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.865.606,1.706.557,1865606.0,1706557.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,120.451,112.269,120451.0,112269.0
- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,117.907,69.447,117907.0,69447.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,175.048,145.802,175048.0,145802.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.706.751,1.458.380,1706751.0,1458380.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,429.423,366.073,429423.0,366073.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",361.929,298.162,361929.0,298162.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,324.974,283.711,324974.0,283711.0
"- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",189.245,174.845,189245.0,174845.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,181.494,165.893,181494.0,165893.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,43.118,45.312,43118.0,45312.0
- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,37.082,41.120,37082.0,41120.0
- Công tác phí,- Công tác phí,- Công tác phí,24.727,19.426,24727.0,19426.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,3.107,43.535,3107.0,43535.0
"- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",91.754,6.126,91754.0,6126.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,19.898,14.177,19898.0,14177.0
,,,3.985.763,3.492.455,3985763.0,3492455.0
