row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,3.658.967,-,3658967.0,
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,8.075.790,14.694.595,8075790.0,14694595.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,8.075.790,12.105.195,8075790.0,12105195.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,-,2.420.000,,2420000.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,-,169.400,,169400.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,549.881,6.116.593,549881.0,6116593.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,549.881,6.116.593,549881.0,6116593.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,3.669.698,9.884.653,3669698.0,9884653.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,620.517,684.543,620517.0,684543.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,190.387,231.470,190387.0,231470.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,13.858,8.752,13858.0,8752.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,2.844.936,8.959.888,2844936.0,8959888.0
Cam kết khác,Cam kết khác,Cam kết khác,149.669,-,149669.0,
,,,16.104.005,30.695.841,16104005.0,30695841.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(13.448),(38.910),-13448.0,-38910.0
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,16.090.557,30.656.931,16090557.0,30656931.0
