row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Đồng,Ngày 31 tháng 12năm 2023Đồng,numeric__Ngày 31 tháng 12năm 2024Đồng,numeric__Ngày 31 tháng 12năm 2023Đồng
USD,USD,USD,"25.303,00","24.200,00",25303.0,24200.0
EUR,EUR,EUR,"26.577,00","26.780,00",26577.0,26780.0
GBP,GBP,GBP,"31.968,00","30.890,00",31968.0,30890.0
CAD,CAD,CAD,"17.718,50","18.315,50",17718.5,18315.5
SGD,SGD,SGD,"18.755,00","18.387,50",18755.0,18387.5
AUD,AUD,AUD,"15.859,50","16.526,00",15859.5,16526.0
CHF,CHF,CHF,"28.165,50","28.827,00",28165.5,28827.0
JPY,JPY,JPY,"162,31","172,01",162.31,172.01
HKD,HKD,HKD,"3.279,50","3.110,00",3279.5,3110.0
KRW,KRW,KRW,"17,73","18,74",17.73,18.74
Vàng SJC (chỉ),Vàng SJC (chỉ),Vàng SJC (chỉ),8.320.000,7.100.000,8320000.0,7100000.0
