row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,951.804,1.141.500,951804.0,1141500.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,621.452,717.001,621452.0,717001.0
Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,Thu từ dịch vụ tài khoản,204.242,186.388,204242.0,186388.0
Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,Thu từ dịch vụ bảo quản tài sản,3.767,39.536,3767.0,39536.0
Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,Thu từ dịch vụ cho thuê tài sản,43.251,37.370,43251.0,37370.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,10.536,31.123,10536.0,31123.0
Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,3.340,12.967,3340.0,12967.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,2.583,3.124,2583.0,3124.0
Thu khác,Thu khác,Thu khác,62.633,113.991,62633.0,113991.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(390.838),(551.469),-390838.0,-551469.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(372.541),(536.510),-372541.0,-536510.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(3.571),(3.507),-3571.0,-3507.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(4.981),(7.185),-4981.0,-7185.0
Chi khác,Chi khác,Chi khác,(9.745),(4.267),-9745.0,-4267.0
,,,560.966,590.031,560966.0,590031.0
