row_label_raw,row_label_full,Thuế giá trị gia tăng,Ngày 31 tháng12 năm 2023Triệu đồng > 69.135,Phát sinh trong năm > Số phải nộpTriệu đồng > 83.368,Phát sinh trong năm > Số đã nộpTriệu đồng > (148.315),Ngày 31 tháng12 năm 2024Triệu đồng > 4.188,numeric__Ngày 31 tháng12 năm 2023Triệu đồng > 69.135,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 83.368,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (148.315),numeric__Ngày 31 tháng12 năm 2024Triệu đồng > 4.188
Thuế TNDN,Thuế TNDN,Thuế TNDN,269.095,938.305,(950.901),256.499,269095.0,938305.0,-950901.0,256499.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,28.735,178.479,(178.140),29.074,28735.0,178479.0,-178140.0,29074.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,25.646,163.590,(163.603),25.633,25646.0,163590.0,-163603.0,25633.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,3.089,14.742,(14.390),3.441,3089.0,14742.0,-14390.0,3441.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,147,(147),-,,147.0,-147.0,
"Các khoản phí, lệ phí vàphải nộp khác","Các khoản phí, lệ phí vàphải nộp khác","Các khoản phí, lệ phí vàphải nộp khác",-,16.152,(16.134),18,,16152.0,-16134.0,18.0
,,,366.965,1.216.304,(1.293.490),289.779,366965.0,1216304.0,-1293490.0,289779.0
