row_label_raw,row_label_full,Ông Nguyễn Văn Nguyên,Trường ban,col_2,numeric__Trường ban,numeric__col_2
Bà Đình Thị Hoài Bắc,Bà Đình Thị Hoài Bắc,Bà Đình Thị Hoài Bắc,Thành viên,Từ ngày 22/04/2015,,
Ông Nguyễn Minh Hà,Ông Nguyễn Minh Hà,Ông Nguyễn Minh Hà,Thành viên,Từ ngày 22/04/2015,,
Ông Trần Văn Dương,Ông Trần Văn Dương,Ông Trần Văn Dương,Thành viên,Đến ngày 22/04/2015,,
Ông Trần Lương Thanh Tùng,Ông Trần Lương Thanh Tùng,Ông Trần Lương Thanh Tùng,Thành viên,Đến ngày 22/04/2015,,
