row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,659.624.539.413,301.939.662.820,220.0,,659624539413.0,301939662820.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.7,600.700.644.760,241.467.606.054,221.0,,600700644760.0,241467606054.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,982.994.357.330,587.184.234.217,222.0,,982994357330.0,587184234217.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223,,(382.293.712.570),(345.716.628.163),223.0,,-382293712570.0,-345716628163.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,-,-,224.0,,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,-,-,225.0,,,
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),226,,-,-,226.0,,,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,V.8,58.923.894.653,60.472.056.766,227.0,,58923894653.0,60472056766.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,69.602.701.855,69.569.701.855,228.0,,69602701855.0,69569701855.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229,,(10.678.807.202),(9.097.645.089),229.0,,-10678807202.0,-9097645089.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.9,150.704.686.974,152.677.538.738,230.0,,150704686974.0,152677538738.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,162.364.433.143,160.694.206.310,231.0,,162364433143.0,160694206310.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(11.659.746.169),(8.016.667.572),232.0,,-11659746169.0,-8016667572.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,V.5,486.596.137.573,1.152.943.555.379,240.0,,486596137573.0,1152943555379.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,196.593.026.293,241.0,,,196593026293.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,486.596.137.573,956.350.529.086,242.0,,486596137573.0,956350529086.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,V.2,293.562.811.728,286.759.448.689,250.0,,293562811728.0,286759448689.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,-,-,251.0,,,
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,274.885.367.074,268.473.387.392,252.0,,274885367074.0,268473387392.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,33.778.994.217,34.425.814.944,253.0,,33778994217.0,34425814944.0
4. Dự phòng đầu tư tài chính dài hạn (*),4. Dự phòng đầu tư tài chính dài hạn (*),4. Dự phòng đầu tư tài chính dài hạn (*),254,,(15.101.549.563),(16.139.753.647),254.0,,-15101549563.0,-16139753647.0
5. Đầu tư nắm giữ đến ngày đáo hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,255,,-,-,255.0,,,
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,11.563.576.513,13.623.927.218,260.0,,11563576513.0,13623927218.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.10,11.108.501.093,13.623.927.218,261.0,,11108501093.0,13623927218.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,455.075.420,-,262.0,,455075420.0,
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,-,263.0,,,
4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,,-,-,268.0,,,
5. Lợi thế thương mại,5. Lợi thế thương mại,5. Lợi thế thương mại,269,,-,-,269.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,3.552.911.587.239,3.231.425.148.900,270.0,,3552911587239.0,3231425148900.0
