row_label_raw,row_label_full,Ông Đỗ Văn Trắc,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Phạm Thị Lợi,Bà Phạm Thị Lợi,Bà Phạm Thị Lợi,Phó Tổng Giám đốc,Đến ngày 31/07/2015,,
Ông Nguyễn Văn Kiều,Ông Nguyễn Văn Kiều,Ông Nguyễn Văn Kiều,Phó Tổng Giám đốc,,,
Ông Trần Anh Vương,Ông Trần Anh Vương,Ông Trần Anh Vương,Phó Tổng Giám đốc,Từ ngày 12/03/2016,,
Ông Đỗ Thanh Bình,Ông Đỗ Thanh Bình,Ông Đỗ Thanh Bình,Phó Tổng Giám đốc,Từ ngày 12/03/2016,,
