row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu,numeric__Lĩnh vực kinh doanh,numeric__Tỷ lệ sở hữu
Công ty CP Địa ốc Sacom,Công ty CP Địa ốc Sacom,Công ty CP Địa ốc Sacom,"Kinh doanh bất động sản, dịch vụ bất động sản ; xây dựng công trình giao thông, dân dụng, công ích ; giám sát thi công...","99,40%",,0.9940000000000001
Công ty CP Sacom – Tuyên Lâm,Công ty CP Sacom – Tuyên Lâm,Công ty CP Sacom – Tuyên Lâm,"Dịch vụ du lịch, ăn uống, lưu trú, thể thao, cho thuê biệt thụ, kinh doanh bất động sản...","99,76%",,0.9976
Công ty TNHH Sacom – Chíp Sáng,Công ty TNHH Sacom – Chíp Sáng,Công ty TNHH Sacom – Chíp Sáng,"Kinh doanh bất động sản, cho thuê văn phòng, tư vấn quản lý...","73,75%",,0.7375
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,"Sản xuất dây cáp, cấp điện và điện tử khác; sản xuất ống nhựa, dây cáp, sợi cáp quang học, ....","99,90%",,0.9990000000000001
