row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND > Số đầu năm(Trình bày lại –TM số 39),numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm(Trình bày lại –TM số 39)
"Chaleun Sekong Group (""CSG"") ứng tiền trướcmua cổ phần công ty con (TM số 14)","Chaleun Sekong Group (""CSG"") ứng tiền trướcmua cổ phần công ty con (TM số 14)","Chaleun Sekong Group (""CSG"") ứng tiền trướcmua cổ phần công ty con (TM số 14)",1.937.491.633,1.937.491.633,1937491633.0,1937491633.0
Khách hàng thương mại trả tiền trước,Khách hàng thương mại trả tiền trước,Khách hàng thương mại trả tiền trước,833.295.060,689.882.905,833295060.0,689882905.0
Trong đó:Công ty Cổ phần Chăn nuôi Bình Hà,Trong đó:Công ty Cổ phần Chăn nuôi Bình Hà,Trong đó:Công ty Cổ phần Chăn nuôi Bình Hà,103.163.300,103.163.300,103163300.0,103163300.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,730.131.760,586.719.605,730131760.0,586719605.0
Khách hàng mua căn hộ trả tiền trước (i),Khách hàng mua căn hộ trả tiền trước (i),Khách hàng mua căn hộ trả tiền trước (i),630.303.525,519.716.566,630303525.0,519716566.0
Khách hàng dịch vụ xây dựng trả tiền trước,Khách hàng dịch vụ xây dựng trả tiền trước,Khách hàng dịch vụ xây dựng trả tiền trước,194.864.544,193.716.544,194864544.0,193716544.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.595.954.762,3.340.807.648,3595954762.0,3340807648.0
Trong đó:Các khách hàng khác,Trong đó:Các khách hàng khác,Trong đó:Các khách hàng khác,3.271.850.770,3.122.672.544,3271850770.0,3122672544.0
Các bên liên quan (TM số 35.2),Các bên liên quan (TM số 35.2),Các bên liên quan (TM số 35.2),324.103.992,218.135.104,324103992.0,218135104.0
