row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm (Trình bày lại – TM số 39),numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm (Trình bày lại – TM số 39)
"Ngân hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân hàng Thương mại Cổ phần Tiên Phong (""TPBank"")",321.597.754,-,321597754.0,
"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",171.945.940,541.434.117,171945940.0,541434117.0
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào – Việt"")","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào – Việt"")","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào – Việt"")",119.898.087,349.778.076,119898087.0,349778076.0
Ngân hàng Sacombank – Chí nhánh Campuchia,Ngân hàng Sacombank – Chí nhánh Campuchia,Ngân hàng Sacombank – Chí nhánh Campuchia,80.737.650,24.157.000,80737650.0,24157000.0
"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Campuchia (""BIDC"")","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Campuchia (""BIDC"")","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Campuchia (""BIDC"")",34.601.850,-,34601850.0,
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"") – Chi nhánh Đồng Nai","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"") – Chi nhánh Đồng Nai","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"") – Chi nhánh Đồng Nai",-,193.307.774,,193307774.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,728.781.281,1.108.676.967,728781281.0,1108676967.0
