row_label_raw,row_label_full,Tên công ty liên kết,Lĩnh vực kinh doanh,Số cuối năm > Tỷ lệ sở hữu (%),Số cuối năm > Giá trị ghi số Ngân VND,Số đầu năm > Tỷ lệ sở hữu (%),Số đầu năm > Giá trị ghi số Ngân VND,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Tỷ lệ sở hữu (%),numeric__Số cuối năm > Giá trị ghi số Ngân VND,numeric__Số đầu năm > Tỷ lệ sở hữu (%),numeric__Số đầu năm > Giá trị ghi số Ngân VND
"Công ty Cổ phần Chăn nuôi Gia Lai (""CNGL"") (*)","Công ty Cổ phần Chăn nuôi Gia Lai (""CNGL"") (*)","Công ty Cổ phần Chăn nuôi Gia Lai (""CNGL"") (*)",Chăn nuôi và cây ăn quả,"23,46",573.944.413,"23,46",599.017.484,,23.46,573944413.0,23.46,599017484.0
Công ty Cổ phần Cao su Bidiphar (**),Công ty Cổ phần Cao su Bidiphar (**),Công ty Cổ phần Cao su Bidiphar (**),Trồng cây cao su,"49,14",265.778.583,"49,14",259.139.025,,49.14,265778583.0,49.14,259139025.0
Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Công ty Cổ phần Đầu tư và Tư vấn Xây dựng Á Đông,Tư vấn và thiết kế,"25,00",7.609.521,"25,00",7.609.521,,25.0,7609521.0,25.0,7609521.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,847.332.517,,865.766.030,,,847332517.0,,865766030.0
