row_label_raw,row_label_full,Tổ chức thu xếp phát hành > IBSC,Trái chủ > VPB,Số tiền Ngân VND > 183.000.000 > 431.000.000,"Lãi suất > Bằng lãi suất tiền gửi tiết kiệm bằng VND đối với cá nhân kỳ hạn 12 tháng trả lãi cuối kỳ của NH Việt Nam Thịnh Vương được xác định tại ngày xác định LS + biên độ 4%/năm (2017: 10,5%/năm) > 10,5% cho 3 kỳ tính lãi đầu tiên và các kỳ tính lãi tiếp theo bằng tổng lãi suất tiết kiệm 12 tháng trả sau của VPB cộng với biên độ 4,0% (2017: 10,5% - 11,5%/năm)",Ngày đảo hạn > Ngày 29 tháng 12 năm 2020 > Từ ngày 27 tháng 3 năm 2018 đến ngày 27 tháng 12 năm 2020,Mục đích > Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn > Tải cơ cấu lại nợ lãi trái phiếu của trái phiếu mệnh giá 1.400 tỷ VND,"Tài sản đảm bảo > 195.345.440 cổ phiếu HNG thuộc sở hữu của Công ty; Dự án 7.376,08 ha cơ đầu của Công ty TNHH Daun Penh Agrico tại xã Chey Ou Dom, huyện Lymphat, tỉnh Ratanakiri, Campuchia và 4.700.000 cổ phiếu HAG thuộc sở hữu của Chủ tịch HĐQT > 195.345.440 cổ phiếu HNG được nằm giữ bởi HAG; và toàn bộ quyền sử dụng đất và tài sản gắn liền trên đất đối với 7.376 ha đất tại Huyện Lymphat, Tĩnh Ratanakiri, Campuchia thuộc sở hữu của Công ty TNHH Nông Nghiệp Daun Pênh và 4.700.000 cổ phiếu HAG thuộc sở hữu của Chủ tịch HĐQT",numeric__Trái chủ > VPB,numeric__Số tiền Ngân VND > 183.000.000 > 431.000.000,"numeric__Lãi suất > Bằng lãi suất tiền gửi tiết kiệm bằng VND đối với cá nhân kỳ hạn 12 tháng trả lãi cuối kỳ của NH Việt Nam Thịnh Vương được xác định tại ngày xác định LS + biên độ 4%/năm (2017: 10,5%/năm) > 10,5% cho 3 kỳ tính lãi đầu tiên và các kỳ tính lãi tiếp theo bằng tổng lãi suất tiết kiệm 12 tháng trả sau của VPB cộng với biên độ 4,0% (2017: 10,5% - 11,5%/năm)",numeric__Ngày đảo hạn > Ngày 29 tháng 12 năm 2020 > Từ ngày 27 tháng 3 năm 2018 đến ngày 27 tháng 12 năm 2020,numeric__Mục đích > Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn > Tải cơ cấu lại nợ lãi trái phiếu của trái phiếu mệnh giá 1.400 tỷ VND,"numeric__Tài sản đảm bảo > 195.345.440 cổ phiếu HNG thuộc sở hữu của Công ty; Dự án 7.376,08 ha cơ đầu của Công ty TNHH Daun Penh Agrico tại xã Chey Ou Dom, huyện Lymphat, tỉnh Ratanakiri, Campuchia và 4.700.000 cổ phiếu HAG thuộc sở hữu của Chủ tịch HĐQT > 195.345.440 cổ phiếu HNG được nằm giữ bởi HAG; và toàn bộ quyền sử dụng đất và tài sản gắn liền trên đất đối với 7.376 ha đất tại Huyện Lymphat, Tĩnh Ratanakiri, Campuchia thuộc sở hữu của Công ty TNHH Nông Nghiệp Daun Pênh và 4.700.000 cổ phiếu HAG thuộc sở hữu của Chủ tịch HĐQT"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,614.000.000,,,,,,614000000.0,,,,
Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,124.449.158,,,,,,124449158.0,,,,
