row_label_raw,row_label_full,Tên ngân hàng,Số tiền Ngân VND,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,"Tài sản thế chấp (TM số 10, 11, 12, 13 và 14)",numeric__Số tiền Ngân VND,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thế chấp (TM số 10, 11, 12, 13 và 14)"
"Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức","Sacombank, Chi nhánh Thủ Đức",,,,
Khoản vay 1 (*),"Sacombank, Chi nhánh Thủ Đức > Khoản vay 1 (*)",Khoản vay 1 (*),250.000.000,Ngày 25 tháng 12 năm 2021 đến ngày 06 tháng 12 năm 2026,"Lãi suất thả nổi (2017: 10% - 11,85%/năm)","Quyền sử dụng đất 1.328,1 ha cao su và tài sân gắn liền trên đất tại Huyện Chư Prông, Tĩnh Gia Lai, Việt Nam; Quyền sử dụng đất 479,2 ha tại Xã EaH'leo, Huyện EaH'leo giá trị 95,84 tỷ VND và 683,33 ha tại Xã EaH'leo, Huyện EaH'leo, Tĩnh Đắk Lắk, Việt Nam",250000000.0,,,
Khoản vay 2 (*),"Sacombank, Chi nhánh Thủ Đức > Khoản vay 2 (*)",Khoản vay 2 (*),85.000.000,Ngày 25 tháng 4 năm 2020 đến ngày 11 tháng 10 năm 2021,"9,5%/năm cho năm đầu tiên và các năm tiếp theo bằng lãi suất tiền gửi tiết kiệm 13 tháng trả sau của SCB cộng biên độ 2,5%/năm. (2017: 9,5%/năm)","Quyền sử dụng 1.328,1 ha cao su và tài sân gắn liền trên đất tại la Púc, Huyện Chư Prông, Tĩnh Gia Lai, Việt Nam",85000000.0,,,
Khoản vay 3,"Sacombank, Chi nhánh Thủ Đức > Khoản vay 3",Khoản vay 3,16.100.000,Ngày 21 tháng 7 năm 2020 đến ngày 21 tháng 7 năm 2022,"9,5%/năm cho năm đầu tiên và các năm tiếp theo bằng lãi suất tiền gửi tiết kiệm 13 tháng trả sau của SCB cộng biên độ 2,5%/năm. (2017: 9,5%/năm)","Quyền sử dụng 1.328,1 ha cao su và tài sân gắn liền trên đất tại la Púc, Huyện Chư Prông, Tĩnh Gia Lai, Việt Nam",16100000.0,,,
"Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia",,,,
Khoản vay 1,"Sacombank, Chi nhánh Campuchia > Khoản vay 1",Khoản vay 1,92.271.600,Ngày 23 tháng 6 năm 2021,9%/năm,"Quyền sử dụng đất thuê lâu dài tại Xã Talao, Huyện Ouchum và Xã Nhang, Huyện Andong Meas, Tĩnh Ratanakiri, Campuchia",92271600.0,,,
Khoản vay 2,"Sacombank, Chi nhánh Campuchia > Khoản vay 2",Khoản vay 2,22.735.000,Ngày 24 tháng 1 năm 2019 đến ngày 24 tháng 7 năm 2022,9%/năm,"Quyền sử dụng tổ nhượng đất kinh tế 728,24 ha đất tại Thôn Sre Thmay, Xã Khsum, Huyện Snol, Tĩnh Kro Ches, Campuchia, thuộc sở hữu của Công ty TNHH Cao Su Eastern",22735000.0,,,
TỔNG CỘNG,"Sacombank, Chi nhánh Campuchia > TỔNG CỘNG",TỔNG CỘNG,2.924.753.645,,,,2924753645.0,,,
Trong đó:Vay dài hạnđến hạn trả,"Sacombank, Chi nhánh Campuchia > Trong đó:Vay dài hạnđến hạn trả",Trong đó:Vay dài hạnđến hạn trả,335.737.338,,,,335737338.0,,,
