row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm (Trình bày lại – TM số 39),numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm (Trình bày lại – TM số 39)
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,535.943.781,1.085.474.890,535943781.0,1085474890.0
"Trả trước cho nhà thầu của các công trình xây dựng căn hộ và mua máy móc, thiết bị (*)","Trả trước cho nhà thầu của các công trình xây dựng căn hộ và mua máy móc, thiết bị (*)","Trả trước cho nhà thầu của các công trình xây dựng căn hộ và mua máy móc, thiết bị (*)",71.917.466,217.804.106,71917466.0,217804106.0
Trả trước cho người bán khác,Trả trước cho người bán khác,Trả trước cho người bán khác,3.282.978,5.049.378,3282978.0,5049378.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,611.144.225,1.308.328.374,611144225.0,1308328374.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước các bên liên quan (TM số 35.2),Trong đó: > Trả trước các bên liên quan (TM số 35.2),Trả trước các bên liên quan (TM số 35.2),412.870.972,731.281.859,412870972.0,731281859.0
Trả trước các bên khác,Trong đó: > Trả trước các bên khác,Trả trước các bên khác,198.273.253,577.046.515,198273253.0,577046515.0
