row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước(Trình bày lại -TM số 39),numeric__Năm nay,numeric__Ngàn VNDNăm trước(Trình bày lại -TM số 39)
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,24.802.221,10.311.463,24802221.0,10311463.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,33.735.757,192.158.364,33735757.0,192158364.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,58.537.978,202.469.827,58537978.0,202469827.0
