row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm (Trình bày lại – TM số 39),numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm (Trình bày lại – TM số 39)
Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,581.265.959,509.399.199,581265959.0,509399199.0
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,386.759.864,446.817.869,386759864.0,446817869.0
Phải trả tiền sử dụng đất,Phải trả tiền sử dụng đất,Phải trả tiền sử dụng đất,-,451.447.328,,451447328.0
Phải trả tiền mua máy móc thiết bị và phát triển vườn cây,Phải trả tiền mua máy móc thiết bị và phát triển vườn cây,Phải trả tiền mua máy móc thiết bị và phát triển vườn cây,812.872,5.256.463,812872.0,5256463.0
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,1.488.841,7.749.101,1488841.0,7749101.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,970.327.536,1.420.669.960,970327536.0,1420669960.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả người bán khác,Trong đó: > Phải trả người bán khác,Phải trả người bán khác,691.265.856,1.355.646.448,691265856.0,1355646448.0
Phải trả các bên liên quan (TM số 35.2),Trong đó: > Phải trả các bên liên quan (TM số 35.2),Phải trả các bên liên quan (TM số 35.2),279.061.680,65.023.512,279061680.0,65023512.0
