row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại - TM số 39),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại - TM số 39)
100,100,100,A. TÀI SẢN NGĂN HẠN,,8.815.052.625,9.169.689.773,,,8815052625.0,9169689773.0
110,110,110,I. Tiền,5,141.473.491,794.326.175,,5.0,141473491.0,794326175.0
111,111,111,1. Tiền,,141.473.491,794.326.175,,,141473491.0,794326175.0
130,130,130,II. Các khoản phải thu ngắn hạn,,7.481.808.506,6.711.353.686,,,7481808506.0,6711353686.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,2.166.131.406,1.771.473.430,,6.0,2166131406.0,1771473430.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,611.144.225,1.308.328.374,,7.0,611144225.0,1308328374.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,3.969.777.546,2.017.828.375,,8.0,3969777546.0,2017828375.0
136,136,136,4. Phải thu ngắn hạn khác,9,756.477.238,1.642.846.329,,9.0,756477238.0,1642846329.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6,(21.721.909),(29.122.822),,6.0,-21721909.0,-29122822.0
140,140,140,III. Hàng tồn kho,10,1.118.852.515,1.613.111.552,,10.0,1118852515.0,1613111552.0
141,141,141,1. Hàng tồn kho,,1.126.498.195,1.798.236.495,,,1126498195.0,1798236495.0
149,149,149,2. Dự phòng giảm giả hàng tồn kho,,(7.645.680),(185.124.943),,,-7645680.0,-185124943.0
150,150,150,IV. Tài sản ngắn hạn khác,,72.918.113,50.898.360,,,72918113.0,50898360.0
151,151,151,1. Chi phí trả trước ngắn hạn,,31.853.662,13.002.488,,,31853662.0,13002488.0
152,152,152,2. Thuế GTGT được khấu trừ,,35.050.293,26.836.701,,,35050293.0,26836701.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,6.014.158,11.059.171,,21.0,6014158.0,11059171.0
200,200,200,B. TÀI SẢN DÀI HẠN,,44.247.075.031,42.956.022.257,,,44247075031.0,42956022257.0
210,210,210,I. Các khoản phải thu dài hạn,,8.887.895.570,6.383.631.255,,,8887895570.0,6383631255.0
212,212,212,1. Trả trước cho người bán dài hạn,,477.204,-,,,477204.0,
215,215,215,2. Phải thu về cho vay dài hạn,8,7.951.978.808,5.717.370.743,,8.0,7951978808.0,5717370743.0
216,216,216,3. Phải thu dài hạn khác,9,935.439.558,666.260.512,,9.0,935439558.0,666260512.0
220,220,220,II. Tài sản cố định,,9.921.066.056,9.757.655.761,,,9921066056.0,9757655761.0
221,221,221,1. Tài sản cố định hữu hình,11,8.590.084.812,8.441.226.254,,11.0,8590084812.0,8441226254.0
222,222,222,Nguyên giá,,10.017.277.001,9.883.440.790,,,10017277001.0,9883440790.0
223,223,223,Giá trị hao mòn lũy kế,,(1.427.192.189),(1.442.214.536),,,-1427192189.0,-1442214536.0
227,227,227,2. Tài sản cố định vô hình,12,1.330.981.244,1.316.429.507,,12.0,1330981244.0,1316429507.0
228,228,228,Nguyên giá,,1.422.035.740,1.392.958.402,,,1422035740.0,1392958402.0
229,229,229,Giá trị hao mòn lũy kế,,(91.054.496),(76.528.895),,,-91054496.0,-76528895.0
230,230,230,III. Bất động sản đầu tư,13,3.210.064.249,3.388.789.649,,13.0,3210064249.0,3388789649.0
231,231,231,1. Nguyên giá,,3.398.052.191,3.444.751.095,,,3398052191.0,3444751095.0
232,232,232,2. Giá trị hao mòn lũy kế,,(187.987.942),(55.961.446),,,-187987942.0,-55961446.0
240,240,240,IV. Tài sản dở dang dài hạn,,17.750.120.892,17.993.738.827,,,17750120892.0,17993738827.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,17.750.120.892,17.993.738.827,,14.0,17750120892.0,17993738827.0
250,250,250,V. Đầu tư tài chính dài hạn,,857.860.420,877.887.933,,,857860420.0,877887933.0
252,252,252,1. Đầu tư vào các công ty liên kết,16,847.332.517,865.766.030,,16.0,847332517.0,865766030.0
253,253,253,2. Đầu tư góp vốn vào các đơn vị khác,,10.507.903,12.101.903,,,10507903.0,12101903.0
255,255,255,3. Đầu tư nắm giữ đến ngày đáo hạn,,20.000,20.000,,,20000.0,20000.0
260,260,260,VI. Tài sản dài hạn khác,,3.620.067.844,4.554.318.832,,,3620067844.0,4554318832.0
261,261,261,1. Chi phí trả trước dài hạn,17,976.304.493,1.422.291.005,,17.0,976304493.0,1422291005.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34.4,105.125.055,91.119.227,,344.0,105125055.0,91119227.0
269,269,269,3. Lợi thế thương mại,18,2.538.638.296,3.040.908.600,,18.0,2538638296.0,3040908600.0
270,270,270,TỔNG CỘNG TÀI SẢN,,53.062.127.656,52.125.712.030,,,53062127656.0,52125712030.0
