row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại - TM số 39),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại - TM số 39)
300,300,300,C. NỘ PHẢI TRẢ,,35.274.154.978,36.180.037.541,,,35274154978.0,36180037541.0
310,310,310,I. Nợ ngắn hạn,,12.378.346.271,13.138.781.794,,,12378346271.0,13138781794.0
311,311,311,1. Phải trả người bán ngắn hạn,19,970.327.536,1.420.669.960,,19.0,970327536.0,1420669960.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,3.595.954.762,3.340.807.648,,20.0,3595954762.0,3340807648.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,198.214.334,195.651.423,,21.0,198214334.0,195651423.0
314,314,314,4. Phải trả người lao động,,83.448.891,72.595.105,,,83448891.0,72595105.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,22,1.231.386.531,1.146.183.578,,22.0,1231386531.0,1146183578.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,25,13.984.482,6.760.210,,25.0,13984482.0,6760210.0
319,319,319,7. Phải trả ngắn hạn khác,23,3.755.607.293,1.234.592.114,,23.0,3755607293.0,1234592114.0
320,320,320,8. Vay ngắn hạn,24,2.528.863.856,5.717.296.133,,24.0,2528863856.0,5717296133.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,558.586,4.225.623,,,558586.0,4225623.0
330,330,330,II. Nợ dài hạn,,22.895.808.707,23.041.255.747,,,22895808707.0,23041255747.0
333,333,333,1. Chỉ phí phải trả dài hạn,22,987.071.192,4.222.541,,22.0,987071192.0,4222541.0
337,337,337,2. Phải trả dài hạn khác,23,1.269.645.155,1.011.940.829,,23.0,1269645155.0,1011940829.0
338,338,338,3. Vay dài hạn,24,20.296.209.849,21.619.446.267,,24.0,20296209849.0,21619446267.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,34.4,336.941.517,393.175.717,,344.0,336941517.0,393175717.0
342,342,342,5. Dự phòng phải trả dài hạn,,5.940.994,12.470.393,,,5940994.0,12470393.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,17.787.972.678,15.945.674.489,,,17787972678.0,15945674489.0
410,410,410,I. Vốn chủ sở hữu,,17.787.972.678,15.945.674.489,,,17787972678.0,15945674489.0
411,411,411,1. Vốn cổ phần,26.1,9.274.679.470,7.899.679.470,,261.0,9274679470.0,7899679470.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.274.679.470,7.899.679.470,,,9274679470.0,7899679470.0
412,412,412,2. Thặng dư vốn cổ phần,26.1,3.263.858.784,3.539.078.784,,261.0,3263858784.0,3539078784.0
415,415,415,3. Cổ phiếu quỹ,26.1,(686.640),(686.640),,261.0,-686640.0,-686640.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,26.1,453.812.960,625.918.808,,261.0,453812960.0,625918808.0
418,418,418,5. Quỹ đầu tư phát triển,26.1,279.895.303,279.895.303,,261.0,279895303.0,279895303.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,26.1,702.809.115,952.700.191,,261.0,702809115.0,952700191.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,633.221.103,2.522.645.369,,,633221103.0,2522645369.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối (lỗ lũy kế) trong năm,,69.588.012,(1.569.945.178),,,69588012.0,-1569945178.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,27,3.813.603.686,2.649.088.573,,27.0,3813603686.0,2649088573.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,53.062.127.656,52.125.712.030,,,53062127656.0,52125712030.0
