row_label_raw,row_label_full,Tên ngân hàng,Số tiền Ngân VND,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,"Tài sản thế chấp (TM số 10, 11, 12, 13 và 14)",numeric__Số tiền Ngân VND,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thế chấp (TM số 10, 11, 12, 13 và 14)"
"BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)",,,,
Khoản vay 6,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Khoản vay 6",Khoản vay 6,595.006.682,Từ ngày 17 tháng 3 năm 2019 đến ngày 21 tháng 12 năm 2019,"9,3 – 11,6%/năm (khoản vay VND)7,7 – 7,82%/năm (khoản vay USD)","2 tầng thuộc khu thương mại nằm trên thừa đất số 478, tờ bản đồ số 9 tại Tổ hợp chung cư – Thương mại Bầu Thạc Gián, Đường Hàm Nghi, Phường Thạc Gián, Quận Thanh Khê, Thành phố Đà Nẵng, Việt Nam thuộc sở hữu của HAG; 7 xe ô tô thuộc sở hữu HAG; 3.310.000 cổ phiếu HNG thuộc sở hữu của HAG; Quyền sử dụng và khai thác 1.194,74 ha cao su tại Xã Pờ Tó thuộc sở hữu của Công ty Cổ phần Cao su Trung Nguyên",595006682.0,,,
Khoản vay 7,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Khoản vay 7",Khoản vay 7,575.268.050,Đến 20 tháng 10 năm 2020,"11,6%/năm (khoản vay VND)7,72% - 7,91% (khoản vay USD)","Tài sản gắn liền với đất hình thành trong tương lai của vườn cao su 1.194,74 ha và các lợi ích hợp pháp khác từ vườn cây trên 1.199 ha tại xã Pờ Tó, Ia Pa, Gia Lai thuộc sở hữu của Công ty Cổ phần Cao Su Trung Nguyên;Toàn bộ công trình khu liên hợp học viện bóng đá HAGL tại la",575268050.0,,,
