row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,"Tài sản thế chấp (TM số 10, 11, 12, 13 và 14)",numeric__Số cuối năm,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thế chấp (TM số 10, 11, 12, 13 và 14)"
Tên ngân hàng,Tên ngân hàng,Tên ngân hàng,Ngân VND,,,,,,,
"Ngân hàng Lào – Việt (“LVB”), Chi nhánh Attapeu","Tên ngân hàng > Ngân hàng Lào – Việt (“LVB”), Chi nhánh Attapeu","Ngân hàng Lào – Việt (“LVB”), Chi nhánh Attapeu",119.898.087,Ngày 7 tháng 9 năm 2018,8%-10%/năm,"Quyền sử dụng 3 lô đất 1.001,78 ha tại Huyện Laman, Tĩnh Sekong, Lào và toàn bộ tài sản trên đất thuộc dự án nuôi bờ và đản bỏ nhập khẩu",119898087.0,,,
BIDC,Tên ngân hàng > BIDC,BIDC,34.601.850,Từ ngày 19 tháng 10 năm 2018 đến ngày 27 tháng 10 năm 2018,9%/năm,"Quyền sử dụng đất và tài sản gắn liền với đất bao gồm công trình xây dựng và các dự án đầu tư tại thừa đất Civ 0030-0182; Civ0031-0183; Civ0032-0184, Civ 0036-0188, Civ 0037-0189; Civ 0038-0190; Civ 0039-0191; Civ 0040-0192 thuộc sở hữu của Công ty TNHH Cao Su Eastern",34601850.0,,,
BIDC,Tên ngân hàng > BIDC,BIDC,154.499.937,,,,154499937.0,,,
"Ngân hàng Sacombank, Chi nhánh Campuchia","Ngân hàng Sacombank, Chi nhánh Campuchia","Ngân hàng Sacombank, Chi nhánh Campuchia","Ngân hàng Sacombank, Chi nhánh Campuchia","Ngân hàng Sacombank, Chi nhánh Campuchia","Ngân hàng Sacombank, Chi nhánh Campuchia","Ngân hàng Sacombank, Chi nhánh Campuchia",,,,
Khoản vay 1,"Ngân hàng Sacombank, Chi nhánh Campuchia > Khoản vay 1",Khoản vay 1,23.067.900,Ngày 15 tháng 6 năm 2018,9%/năm,"Quyền sử dụng đất tại Xã Talao, Huyện Ouchum, Tĩnh Ratanakiri và tại Xã Nhang, Huyện AndongMeas, Tĩnh Ratanakiri thuộc sở hữu của Công ty TNHH Hoàng Anh Oyadav",23067900.0,,,
Khoản vay 2 – 4,"Ngân hàng Sacombank, Chi nhánh Campuchia > Khoản vay 2 – 4",Khoản vay 2 – 4,57.669.750,Từ ngày 11 tháng 4 năm 2018 đến ngày 21 tháng 6 năm 2018,9%/năm,"Đất tổ nhượng và vườn cao su tại Thôn Sre Thmay, Xã Khsum, Huyện Snol, Tĩnh Kro Ches, Campuchia của Công ty TNHH Hoàng Anh An Đông Meas",57669750.0,,,
Khoản vay 2 – 4,"Ngân hàng Sacombank, Chi nhánh Campuchia > Khoản vay 2 – 4",Khoản vay 2 – 4,80.737.650,,,,80737650.0,,,
TỔNG CỘNG,"Ngân hàng Sacombank, Chi nhánh Campuchia > TỔNG CỘNG",TỔNG CỘNG,728.781.281,,,,728781281.0,,,
