row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,489.900.845.713,40.905.598.342,,1.0,489900845713.0,40905598342.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bất động sản đầu tư,02,8.141.903.460,8.279.866.759,,2.0,8141903460.0,8279866759.0
2.,I. > 2.,2.,Các khoản dự phòng,03,(940.871.365),(11.355.817.315),,3.0,-940871365.0,-11355817315.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(501.616.917.169),(57.077.055.748),,5.0,-501616917169.0,-57077055748.0
2.,I. > 2.,2.,Chi phí lãi vay,06,-,13.187.304.794,,6.0,,13187304794.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,(4.515.039.361),(6.060.103.168),,8.0,-4515039361.0,-6060103168.0
3.,I. > 3.,3.,Thay đổi các khoản phải thu,09,62.977.937.526,412.603.864.010,,9.0,62977937526.0,412603864010.0
3.,I. > 3.,3.,Thay đổi hàng tồn kho,10,4.158.277.637,(6.091.782.091),,10.0,4158277637.0,-6091782091.0
3.,I. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,6.092.525.278,(52.920.098.128),,11.0,6092525278.0,-52920098128.0
3.,I. > 3.,3.,Thay đổi chi phí trả trước,12,(234.156.383),1.043.526.235,,12.0,-234156383.0,1043526235.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,-,(29.002.150.685),,14.0,,-29002150685.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(10.314.794.052),(31.702.462.342),,15.0,-10314794052.0,-31702462342.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,58.164.750.645,287.870.793.831,,20.0,58164750645.0,287870793831.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(15.303.025.572),(26.165.621.236),,21.0,-15303025572.0,-26165621236.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,-,13.636.363.636,,22.0,,13636363636.0
3.,II. > 3.,3.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,-,5.000.000.000,,24.0,,5000000000.0
4.,II. > 4.,4.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(542.000.000.000),-,,25.0,-542000000000.0,
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,505.377.521.964,62.250.853.945,,27.0,505377521964.0,62250853945.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(51.925.503.608),54.721.596.345,,30.0,-51925503608.0,54721596345.0
