row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,22,114.685.549.363,96.024.485.316,,1.0,22.0,114685549363.0,96024485316.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,114.685.549.363,96.024.485.316,,10.0,,114685549363.0,96024485316.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,23,114.404.134.480,88.223.609.885,,11.0,23.0,114404134480.0,88223609885.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,281.414.883,7.800.875.431,,20.0,,281414883.0,7800875431.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,25,501.668.599.999,56.817.349.151,,21.0,25.0,501668599999.0,56817349151.0
6.,6.,6.,Chi phí tài chính,22,26,(768.160.959),2.001.739.930,,22.0,26.0,-768160959.0,2001739930.0
,,,- Trong đó: Chi phí lãi vay,23,,-,13.187.304.794,,23.0,,,13187304794.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,27,12.526.922.849,18.277.308.237,,26.0,27.0,12526922849.0,18277308237.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22-26)),30,,490.191.252.992,44.339.176.415,,30.0,,490191252992.0,44339176415.0
9.,9.,9.,Thu nhập khác,31,,919.766.438,1.893.374.909,,31.0,,919766438.0,1893374909.0
10.,10.,10.,Chi phí khác,32,28,1.210.173.717,5.326.952.982,,32.0,28.0,1210173717.0,5326952982.0
11.,11.,11.,(Lỗ) khác (40=31-32),40,,(290.407.279),(3.433.578.073),,40.0,,-290407279.0,-3433578073.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,489.900.845.713,40.905.598.342,,50.0,,489900845713.0,40905598342.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,29,-,10.226.520.507,,51.0,29.0,,10226520507.0
14.,14.,14.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,489.900.845.713,30.679.077.835,,60.0,,489900845713.0,30679077835.0
