row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối,Tổng cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng cộng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.750.000.000.000,(320.509.091),660.319.483.280,4.409.998.974.189,3750000000000.0,-320509091.0,660319483280.0,4409998974189.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,30.679.077.835,30.679.077.835,,,30679077835.0,30679077835.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.750.000.000.000,(320.509.091),690.998.561.115,4.440.678.052.024,3750000000000.0,-320509091.0,690998561115.0,4440678052024.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,489.900.845.713,489.900.845.713,,,489900845713.0,489900845713.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.750.000.000.000,(320.509.091),1.180.899.406.828,4.930.578.897.737,3750000000000.0,-320509091.0,1180899406828.0,4930578897737.0
