row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017VND,numeric__31/12/2017VND,numeric__1/1/2017VND
Phải thu về đặt cọc (i),Phải thu về đặt cọc (i),Phải thu về đặt cọc (i),97.863.200.000,-,97863200000.0,
Tạm ứng cho nhân viên (ii),Tạm ứng cho nhân viên (ii),Tạm ứng cho nhân viên (ii),30.084.906.800,-,30084906800.0,
Tạm ứng cho Ban Tổng Giám đốc (ii),Tạm ứng cho Ban Tổng Giám đốc (ii),Tạm ứng cho Ban Tổng Giám đốc (ii),10.000.000.000,-,10000000000.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",5.701.000.000,5.500.000.000,5701000000.0,5500000000.0
Phải thu về hợp đồng hợp tác đầu tư với bên thứ ba (iii),Phải thu về hợp đồng hợp tác đầu tư với bên thứ ba (iii),Phải thu về hợp đồng hợp tác đầu tư với bên thứ ba (iii),125.000.000.000,-,125000000000.0,
Phải thu khác,Phải thu khác,Phải thu khác,10.786.416.278,20.203.473.948,10786416278.0,20203473948.0
- Phải thu tiền thuế GTGT đầu ra do ghi nhận doanh thu và thuế GTGT nhưng chưa xuất hóa đơn,- Phải thu tiền thuế GTGT đầu ra do ghi nhận doanh thu và thuế GTGT nhưng chưa xuất hóa đơn,- Phải thu tiền thuế GTGT đầu ra do ghi nhận doanh thu và thuế GTGT nhưng chưa xuất hóa đơn,-,13.429.542.388,,13429542388.0
- Phải thu Dự án Gia Phú,- Phải thu Dự án Gia Phú,- Phải thu Dự án Gia Phú,5.391.000.324,5.391.000.324,5391000324.0,5391000324.0
- Phải thu Dự án Lê Thành,- Phải thu Dự án Lê Thành,- Phải thu Dự án Lê Thành,-,991.142.282,,991142282.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,5.395.415.954,391.788.954,5395415954.0,391788954.0
,,,279.435.523.078,25.703.473.948,279435523078.0,25703473948.0
