row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > 28.269.504.420,Tăng do muaCen Sài GônVND > 732.739.260,Số phải nộptrong nămVND > 104.133.706.340,Số đã nộp/bù trừtrong nămVND > (111.630.313.024),31/12/2017VND > 21.505.636.996,numeric__1/1/2017VND > 28.269.504.420,numeric__Tăng do muaCen Sài GônVND > 732.739.260,numeric__Số phải nộptrong nămVND > 104.133.706.340,numeric__Số đã nộp/bù trừtrong nămVND > (111.630.313.024),numeric__31/12/2017VND > 21.505.636.996
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,26.646.927.015,-,62.734.336.698,(56.120.880.649),33.260.383.064,26646927015.0,,62734336698.0,-56120880649.0,33260383064.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,7.887.248.745,3.667.390.281,28.087.270.772,(15.684.044.127),23.957.865.671,7887248745.0,3667390281.0,28087270772.0,-15684044127.0,23957865671.0
,,,62.803.680.180,4.400.129.541,194.955.313.810,(183.435.237.800),78.723.885.731,62803680180.0,4400129541.0,194955313810.0,-183435237800.0,78723885731.0
15. Phải trả người lao động,15. Phải trả người lao động,15. Phải trả người lao động,15. Phải trả người lao động,15. Phải trả người lao động,15. Phải trả người lao động,15. Phải trả người lao động,15. Phải trả người lao động,,,,,
,,,,31/12/2017VND,1/1/2017VND,,,,,,,
Lương phải trả người lao động,15. Phải trả người lao động > Lương phải trả người lao động,Lương phải trả người lao động,,48.013.107.526,44.317.989.078,,,,48013107526.0,44317989078.0,,
Thường tháng lương thứ 13 và thường kết quả kinh doanh,15. Phải trả người lao động > Thường tháng lương thứ 13 và thường kết quả kinh doanh,Thường tháng lương thứ 13 và thường kết quả kinh doanh,,9.223.791.896,3.379.229.575,,,,9223791896.0,3379229575.0,,
Quỹ dự phòng tiền lương,15. Phải trả người lao động > Quỹ dự phòng tiền lương,Quỹ dự phòng tiền lương,,1.738.127.031,4.207.676.497,,,,1738127031.0,4207676497.0,,
,,,,58.975.026.453,51.904.895.150,,,,58975026453.0,51904895150.0,,
