row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thanh lý tài sản,Thu nhập khác > Thanh lý tài sản,Thanh lý tài sản,55.698.990,-,55698990.0,
Lãi chậm nộp,Thu nhập khác > Lãi chậm nộp,Lãi chậm nộp,1.156.070.186,1.025.752.491,1156070186.0,1025752491.0
Xử lý công nợ,Thu nhập khác > Xử lý công nợ,Xử lý công nợ,18.279.414.236,-,18279414236.0,
Phạt vi phạm hợp đồng,Thu nhập khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,560.876.362,-,560876362.0,
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,619.476.867,211.465.936,619476867.0,211465936.0
Tổng,Thu nhập khác > Tổng,Tổng,20.671.536.641,1.237.218.427,20671536641.0,1237218427.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi nộp phạt thuế,Chi phí khác > Chi nộp phạt thuế,Chi nộp phạt thuế,1.063.683.636,5.862.830.389,1063683636.0,5862830389.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,585.590.388,4.684.036.966,585590388.0,4684036966.0
Tổng,Chi phí khác > Tổng,Tổng,1.649.274.024,10.546.867.355,1649274024.0,10546867355.0
Thu nhập khác/chi phí khác (thuần),Chi phí khác > Thu nhập khác/chi phí khác (thuần),Thu nhập khác/chi phí khác (thuần),19.022.262.617,(9.309.648.928),19022262617.0,-9309648928.0
