row_label_raw,row_label_full,col_0,col_1,MS,TM,31/12/2018VND,01/01/2018VND,numeric__col_1,numeric__MS,numeric__TM,numeric__31/12/2018VND,numeric__01/01/2018VND
C-,C-,C-,NỘ PHẢI TRẢ,300,,4.920.707.627.427,4.496.262.673.753,,300.0,,4920707627427.0,4496262673753.0
I.,I.,I.,Nợ ngắn hạn,310,,2.554.533.417.662,1.753.083.015.174,,310.0,,2554533417662.0,1753083015174.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,5.13,373.502.783.512,217.290.366.190,,311.0,513.0,373502783512.0,217290366190.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,5.14,991.250.596.903,4.428.153.988,,312.0,514.0,991250596903.0,4428153988.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,5.15,97.362.127.447,66.865.846.663,,313.0,515.0,97362127447.0,66865846663.0
4.,4.,4.,Phải trả người lao động,314,,3.351.912.493,2.661.727.615,,314.0,,3351912493.0,2661727615.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,5.16,85.068.527.314,112.599.765.178,,315.0,516.0,85068527314.0,112599765178.0
9.,9.,9.,Phải trả ngắn hạn khác,319,5.17,375.128.214.449,1.149.032.030.856,,319.0,517.0,375128214449.0,1149032030856.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,5.18,617.312.806.840,194.632.987.948,,320.0,518.0,617312806840.0,194632987948.0
12.,12.,12.,Quỹ khen thưởng phúc lợi,322,,11.556.448.704,5.572.136.736,,322.0,,11556448704.0,5572136736.0
II.,II.,II.,Nợ dài hạn,330,,2.366.174.209.765,2.743.179.658.579,,330.0,,2366174209765.0,2743179658579.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,5.14,382.337.828.378,531.483.401.460,,332.0,514.0,382337828378.0,531483401460.0
1.,1.,1.,Phải trả dài hạn khác,337,5.17,339.354.948.966,543.911.379.296,,337.0,517.0,339354948966.0,543911379296.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,5.18,1.644.481.432.421,1.667.784.877.823,,338.0,518.0,1644481432421.0,1667784877823.0
D-,D-,D-,VỐN CHỦ SỞ HỮU(400 = 410+430),400,,2.538.594.495.253,2.067.581.661.968,,400.0,,2538594495253.0,2067581661968.0
I-,I-,I-,Vốn chủ sở hữu,410,5.19,2.538.594.495.253,2.067.581.661.968,,410.0,519.0,2538594495253.0,2067581661968.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,1.999.963.050.000,1.500.000.000.000,,411.0,,1999963050000.0,1500000000000.0
,,,Cổ phiếu phổ thông có quyềnbiểu quyết,411a,,1.999.963.050.000,1.500.000.000.000,,,,1999963050000.0,1500000000000.0
,,,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,2.,2.,Thăng dư vốn cổ phần,412,,60.986.800.000,335.950.000.000,,412.0,,60986800000.0,335950000000.0
10.,10.,10.,Lợi nhuận sau thuế chưa phân phốiLNST chưa phân phối lũy kédến cuối kỳ trước,421,,477.644.645.253,231.631.661.968,,421.0,,477644645253.0,231631661968.0
,,,Lợi nhuận sau thuế chưa phân phốiLNST chưa phân phối lũy kédến cuối kỳ trước,421a,,150.000,-,,,,150000.0,
,,,LNST chưa phân phối kỳ này,421b,,477.644.495.253,231.631.661.968,,,,477644495253.0,231631661968.0
TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),TỔNG CỘNG NGUỒN VỐN(440 = 300+400),440,,7.459.302.122.680,6.563.844.335.721,,440.0,,7459302122680.0,6563844335721.0
