row_label_raw,row_label_full,col_0,MS,TM,31/12/2018VND,01/01/2018VND,numeric__MS,numeric__TM,numeric__31/12/2018VND,numeric__01/01/2018VND
A - TÀI SẢN NGẢN HẠN,A - TÀI SẢN NGẢN HẠN,A - TÀI SẢN NGẢN HẠN,100,,2.820.077.314.664,2.578.014.016.089,100.0,,2820077314664.0,2578014016089.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,410.042.102.868,550.045.195.164,110.0,51.0,410042102868.0,550045195164.0
1. Tiền,1. Tiền,1. Tiền,111,,348.042.102.868,220.045.195.164,111.0,,348042102868.0,220045195164.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,62.000.000.000,330.000.000.000,112.0,,62000000000.0,330000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5.2,45.000.000.000,-,120.0,52.0,45000000000.0,
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,45.000.000.000,-,123.0,,45000000000.0,
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.304.594.920.458,1.362.666.202.068,130.0,,1304594920458.0,1362666202068.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.3,433.477.462.162,252.675.641.687,131.0,53.0,433477462162.0,252675641687.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.4,201.281.183.276,703.184.616.910,132.0,54.0,201281183276.0,703184616910.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,5.5,669.836.275.020,445.805.943.471,136.0,55.0,669836275020.0,445805943471.0
7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,137,,-,(39.000.000.000),137.0,,,-39000000000.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.6,1.037.282.115.891,637.336.315.455,140.0,56.0,1037282115891.0,637336315455.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.037.282.115.891,637.336.315.455,141.0,,1037282115891.0,637336315455.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,23.158.175.447,27.966.303.402,150.0,,23158175447.0,27966303402.0
1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,152,,1.798.635.811,7.113.466.386,152.0,,1798635811.0,7113466386.0
2. Thuế và các khoản khác phải thu Nhà nước,2. Thuế và các khoản khác phải thu Nhà nước,2. Thuế và các khoản khác phải thu Nhà nước,153,5.7,21.359.539.636,20.852.837.016,153.0,57.0,21359539636.0,20852837016.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,4.639.224.808.016,3.985.830.319.632,200.0,,4639224808016.0,3985830319632.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,321.000.000.000,52.060.870.000,210.0,,321000000000.0,52060870000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,5.5,321.000.000.000,52.060.870.000,216.0,55.0,321000000000.0,52060870000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,201.951.732.637,203.462.962.616,220.0,,201951732637.0,203462962616.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.8,201.951.732.637,203.462.962.616,221.0,58.0,201951732637.0,203462962616.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,215.996.774.291,214.203.278.291,222.0,,215996774291.0,214203278291.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(14.045.041.654),(10.740.315.675),223.0,,-14045041654.0,-10740315675.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.9,-,-,227.0,59.0,,
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,30.000.000,30.000.000,228.0,,30000000.0,30000000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(30.000.000),(30.000.000),229.0,,-30000000.0,-30000000.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.10,2.259.009.398.986,2.220.600.781.538,240.0,510.0,2259009398986.0,2220600781538.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,2.259.009.398.986,2.220.600.781.538,242.0,,2259009398986.0,2220600781538.0
