row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,6.869.597.105,38.537.850.655,6869597105.0,38537850655.0
Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,37.278.390.729,16.853.920.775,37278390729.0,16853920775.0
Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,3.911.444.853,3.405.041.030,3911444853.0,3405041030.0
Bảo hiểm Hàng không,Bảo hiểm Hàng không,Bảo hiểm Hàng không,8.318.933.847,5.092.600.971,8318933847.0,5092600971.0
Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,24.537.548.443,29.237.540.365,24537548443.0,29237540365.0
Bảo hiểm Hòa hạn và các rủi ro đặc biệt,Bảo hiểm Hòa hạn và các rủi ro đặc biệt,Bảo hiểm Hòa hạn và các rủi ro đặc biệt,107.352.196.206,132.640.477.635,107352196206.0,132640477635.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,16.318.751.368,29.019.738.227,16318751368.0,29019738227.0
Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,254.152.916,527.647.015,254152916.0,527647015.0
Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,20.518.287.670,19.422.481.100,20518287670.0,19422481100.0
Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,40.738.158.307,26.054.032.176,40738158307.0,26054032176.0
,,,266.097.461.444,300.791.329.949,266097461444.0,300791329949.0
