row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tài sản thừa chờ xử lý,Tài sản thừa chờ xử lý,Tài sản thừa chờ xử lý,7.753.180,7.753.180,7753180.0,7753180.0
"Bảo hiểm xã hội, bảo hiểm y tế, kinh phí công đoàn","Bảo hiểm xã hội, bảo hiểm y tế, kinh phí công đoàn","Bảo hiểm xã hội, bảo hiểm y tế, kinh phí công đoàn",5.975.942.366,5.588.132.563,5975942366.0,5588132563.0
Phải trả các tổ chức theo nghiệp vụ chứng khoán,Phải trả các tổ chức theo nghiệp vụ chứng khoán,Phải trả các tổ chức theo nghiệp vụ chứng khoán,3.786.996.811,2.626.052.705,3786996811.0,2626052705.0
Kinh phí cho các chương trình An sinh xã hội chờ giải ngân (i),Kinh phí cho các chương trình An sinh xã hội chờ giải ngân (i),Kinh phí cho các chương trình An sinh xã hội chờ giải ngân (i),3.010.461.817,21.983.617.106,3010461817.0,21983617106.0
Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (ii),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (ii),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (ii),34.320.000.000,34.320.000.000,34320000000.0,34320000000.0
Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,10.139.350.470,10.032.188.625,10139350470.0,10032188625.0
Nhận tiền góp vốn thử cấp liên quan đến hợp đồng hợp tác kinh doanh (iii),Nhận tiền góp vốn thử cấp liên quan đến hợp đồng hợp tác kinh doanh (iii),Nhận tiền góp vốn thử cấp liên quan đến hợp đồng hợp tác kinh doanh (iii),135.274.300.271,135.274.300.271,135274300271.0,135274300271.0
Giao dịch phải trả chờ xử lý tại Ngân hàng vào thời điểm cuối ngày,Giao dịch phải trả chờ xử lý tại Ngân hàng vào thời điểm cuối ngày,Giao dịch phải trả chờ xử lý tại Ngân hàng vào thời điểm cuối ngày,94.769.031.070,-,94769031070.0,
Phải trả khác (iv),Phải trả khác (iv),Phải trả khác (iv),286.866.678.878,272.420.073.811,286866678878.0,272420073811.0
,,,574.150.514.863,482.252.118.261,574150514863.0,482252118261.0
