row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Ngày 31 tháng 12 năm 2016(số liệu đã trình bày),Điều chỉnhphân loại,Ngày 31 tháng 12 năm 2016(phân loại lai),numeric__CHỈ TIÊU,numeric__Ngày 31 tháng 12 năm 2016(số liệu đã trình bày),numeric__Điều chỉnhphân loại,numeric__Ngày 31 tháng 12 năm 2016(phân loại lai)
100,100,100,Tài sản ngắn hạn,30.299.175.462.459,32.230.379.300,30.331.405.841.759,,30299175462459.0,32230379300.0,30331405841759.0
120,120,120,Đầu tư tài chính ngắn hạn,20.802.681.180.898,32.230.379.300,20.834.911.560.198,,20802681180898.0,32230379300.0,20834911560198.0
121,121,121,Chứng khoán kinh doanh,2.722.178.333.317,32.230.379.300,2.754.408.712.617,,2722178333317.0,32230379300.0,2754408712617.0
200,200,200,Tài sản dài hạn,42.697.277.045.377,(32.230.379.300),42.665.046.666.077,,42697277045377.0,-32230379300.0,42665046666077.0
220,220,220,Tài sản cố định,1.541.816.587.616,115.431.959.477,1.657.248.547.093,,1541816587616.0,115431959477.0,1657248547093.0
221,221,221,Tài sản cố định hữu hình,722.440.067.642,112.835.274.908,835.275.342.550,,722440067642.0,112835274908.0,835275342550.0
222,222,222,Nguyên giá,1.715.481.727.799,148.195.169.464,1.863.676.897.263,,1715481727799.0,148195169464.0,1863676897263.0
223,223,223,Giá trị hao mòn lũy kế,(993.041.660.157),(35.359.894.556),(1.028.401.554.713),,-993041660157.0,-35359894556.0,-1028401554713.0
227,227,227,Tài sản cố định vô hình,819.376.519.974,2.596.684.569,821.973.204.543,,819376519974.0,2596684569.0,821973204543.0
228,228,228,Nguyên giá,1.117.026.487.100,4.602.394.942,1.121.628.882.042,,1117026487100.0,4602394942.0,1121628882042.0
229,229,229,Giá trị hao mòn lũy kế,(297.649.967.126),(2.005.710.373),(299.655.677.499),,-297649967126.0,-2005710373.0,-299655677499.0
230,230,230,Bất động sản đầu tư,138.880.906.477,(115.431.959.477),23.448.947.000,,138880906477.0,-115431959477.0,23448947000.0
231,231,231,Nguyên giá,176.246.511.406,(152.797.564.406),23.448.947.000,,176246511406.0,-152797564406.0,23448947000.0
232,232,232,Giá trị hao mòn lũy kế,(37.365.604.929),37.365.604.929,-,,-37365604929.0,37365604929.0,
250,250,250,Đầu tư tài chính dài hạn,40.571.759.374.173,(32.230.379.300),40.539.528.994.873,,40571759374173.0,-32230379300.0,40539528994873.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,399.533.150.523,(32.230.379.300),367.302.771.223,,399533150523.0,-32230379300.0,367302771223.0
