row_label_raw,row_label_full,Cổ đông,Số lượng cổ phầnnấm giữ,Tỷ lệsở hữu (%),numeric__Số lượng cổ phầnnấm giữ,numeric__Tỷ lệsở hữu (%)
- Bộ Tài chính,- Bộ Tài chính,- Bộ Tài chính,482.509.800,"70,91",482509800.0,70.91
"- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")","- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")","- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")",122.509.091,"18,00",122509091.0,18.0
"- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước (""SCIC"")","- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước (""SCIC"")","- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước (""SCIC"")",22.154.400,"3,26",22154400.0,3.26
- Các cổ đông khác,- Các cổ đông khác,- Các cổ đông khác,53.298.143,"7,83",53298143.0,7.83
,,,680.471.434,"100,00",680471434.0,100.0
