row_label_raw,row_label_full,col_0,Bảo hiểm nhân thọ VND,Bảo hiểm phi nhân thọ VND,Tổng cộng VND,numeric__Bảo hiểm nhân thọ VND,numeric__Bảo hiểm phi nhân thọ VND,numeric__Tổng cộng VND
Số đầu năm,Số đầu năm,Số đầu năm,-,115.396.746.402,115.396.746.402,,115396746402.0,115396746402.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,4.818.746.886,255.186.366.197,260.005.113.083,4818746886.0,255186366197.0,260005113083.0
Phân bổ vào doanh thu trong năm,Phân bổ vào doanh thu trong năm,Phân bổ vào doanh thu trong năm,(4.818.746.886),(261.888.124.591),(266.706.871.477),-4818746886.0,-261888124591.0,-266706871477.0
Số cuối năm,Số cuối năm,Số cuối năm,-,108.694.988.008,108.694.988.008,,108694988008.0,108694988008.0
