row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,11.374.024.238,8.434.098.833,11374024238.0,8434098833.0
Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,557.053.902,346.479.156,557053902.0,346479156.0
Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,7.934.543.849,5.847.768.093,7934543849.0,5847768093.0
Bảo hiểm tử ký,Bảo hiểm tử ký,Bảo hiểm tử ký,26.495.391,6.004.385,26495391.0,6004385.0
Bảo hiểm trọn đời,Bảo hiểm trọn đời,Bảo hiểm trọn đời,7.407.537,5.836.182,7407537.0,5836182.0
Niên kim nhân thọ,Niên kim nhân thọ,Niên kim nhân thọ,122.746.248,55.213.444,122746248.0,55213444.0
Điều khoản riêng,Điều khoản riêng,Điều khoản riêng,2.725.777.311,2.172.797.573,2725777311.0,2172797573.0
Chuyển phí nhượng tái bảo hiểm phi nhân thọ,Chuyển phí nhượng tái bảo hiểm phi nhân thọ,Chuyển phí nhượng tái bảo hiểm phi nhân thọ,1.896.580.911.702,1.384.564.406.687,1896580911702.0,1384564406687.0
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,79.275.814.855,62.096.420.023,79275814855.0,62096420023.0
Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,220.313.291.146,225.281.307.528,220313291146.0,225281307528.0
Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,119.962.349,326.773.085,119962349.0,326773085.0
Bảo hiểm Hàng không,Bảo hiểm Hàng không,Bảo hiểm Hàng không,190.197.831.636,121.873.427.384,190197831636.0,121873427384.0
Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,123.317.734.471,121.311.866.759,123317734471.0,121311866759.0
"Bảo hiểm Hòa hoạn, các rủi ro đặc biệt","Bảo hiểm Hòa hoạn, các rủi ro đặc biệt","Bảo hiểm Hòa hoạn, các rủi ro đặc biệt",495.496.248.119,461.661.148.177,495496248119.0,461661148177.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,72.272.980.644,78.590.529.683,72272980644.0,78590529683.0
Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,583.218.301.107,192.123.515.721,583218301107.0,192123515721.0
Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,122.204.296.058,118.302.396.842,122204296058.0,118302396842.0
Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,10.164.451.317,2.997.021.485,10164451317.0,2997021485.0
,,,1.907.954.935.940,1.392.998.505.520,1907954935940.0,1392998505520.0
