row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí nhân công,Chi phí nhân công,1.463.927.198.151,1.358.793.093.818,1463927198151.0,1358793093818.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",227.451.983.258,144.454.157.522,227451983258.0,144454157522.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,78.881.390.219,73.407.926.757,78881390219.0,73407926757.0
Thuế và chi phí lệ phí,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Thuế và chi phí lệ phí,Thuế và chi phí lệ phí,19.644.079.936,16.130.663.393,19644079936.0,16130663393.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,538.911.106.867,365.663.364.428,538911106867.0,365663364428.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí dự phòng,Chi phí dự phòng,9.653.926.626,6.739.536.798,9653926626.0,6739536798.0
Chi phí khác,Chi phí quản lý doanh nghiệp liên quan trực tiếp đến hoạt động bảo hiểm > Chi phí khác,Chi phí khác,280.949.150.444,256.982.143.610,280949150444.0,256982143610.0
,,,2.619.418.835.501,2.222.170.886.326,2619418835501.0,2222170886326.0
Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí nhân công,Chi phí nhân công,219.627.153.937,204.081.657.189,219627153937.0,204081657189.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,35.572.819.491,25.695.536.899,35572819491.0,25695536899.0
Thuế và chi phí lệ phí,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Thuế và chi phí lệ phí,Thuế và chi phí lệ phí,18.104.021.528,8.238.223.788,18104021528.0,8238223788.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,151.318.192.830,69.892.487.211,151318192830.0,69892487211.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí dự phòng,Chi phí dự phòng,10.948.675.292,1.404.846.717,10948675292.0,1404846717.0
Chi phí khác,Chi phí quản lý doanh nghiệp liên quan đến các lĩnh vực khác > Chi phí khác,Chi phí khác,92.514.848.450,96.949.237.094,92514848450.0,96949237094.0
,,,528.085.711.528,406.261.988.898,528085711528.0,406261988898.0
,,,3.147.504.547.029,2.628.432.875.224,3147504547029.0,2628432875224.0
