row_label_raw,row_label_full,col_0,Bảo hiểm nhân thọ VND,Bảo hiểm phi nhân thọ VND,Tổng cộng VND,numeric__Bảo hiểm nhân thọ VND,numeric__Bảo hiểm phi nhân thọ VND,numeric__Tổng cộng VND
Số đầu năm,Số đầu năm,Số đầu năm,-,428.005.012.101,428.005.012.101,,428005012101.0,428005012101.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,1.599.964.882.809,957.458.336.596,2.557.423.219.405,1599964882809.0,957458336596.0,2557423219405.0
Phân bổ vào chi phí trong năm,Phân bổ vào chi phí trong năm,Phân bổ vào chi phí trong năm,(1.599.964.882.809),(867.304.732.130),(2.467.269.614.939),-1599964882809.0,-867304732130.0,-2467269614939.0
Số cuối năm,Số cuối năm,Số cuối năm,-,518.158.616.567,518.158.616.567,,518158616567.0,518158616567.0
