row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Năm nay VND,Năm trước VND,numeric__Giao dịch,numeric__Năm nay VND,numeric__Năm trước VND
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Cổ tức nhận đượcDoanh thu cung cấp dịch vụCNTTDoanh thu lãi tiền gửiDoanh thu lãi trái phiếuChi phí repo và lãi vayDoanh thu cho thuê trụ sởlàm việc, phí giữ xe",-3.374.373.648341.609.489.959110.497.532.869(176.870.690.953)8.907.285.667,31.200.000.0002.909.191.327220.015.888.991110.691.938.769(58.188.652.257)13.184.172.526,,,
Bảo Việt Resort,Bảo Việt Bank > Bảo Việt Resort,Bảo Việt Resort,Doanh thu tự vấn lập báo cáo đánh giá dự ánTăng vốn trong nằmMua cổ phần ưu đãiDự thu cổ tức ưu đãi,--12.303.290.000333.705.674,,,1.2303290000333705e+19,
Long Việt,Long Việt,Long Việt,Mua sắm bất động sảnThu hồi khoản ứng trước tiền mua bất động sản do hủy hợp đồng,21.940.045.000(18.550.000.000),,,,
VIGEBA,Long Việt > VIGEBA,VIGEBA,Doanh thu xây lắpDoanh thu cổ tức,656.090.5235.400.000.000,2.031.811.8188.100.000.000,,6.5609052354e+18,2.03181181881e+19
Du lịch Lâm Đồng,Long Việt > Du lịch Lâm Đồng,Du lịch Lâm Đồng,Góp vốn,-,203.315.728.000,,,203315728000.0
