row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,1. Lợi nhuận trước thuế,,1.933.742.593.327,1.398.784.913.549,,,1933742593327.0,1398784913549.0
01,01,01,2. Điều chỉnh cho các khoản,,6.597.410.792.040,4.437.049.645.886,,,6597410792040.0,4437049645886.0
02,02,02,- Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình,"11, 12",146.090.503.907,133.278.323.464,,,146090503907.0,133278323464.0
03,03,03,- Các khoản dự phòng,,11.595.579.340.080,8.539.358.610.878,,,11595579340080.0,8539358610878.0
04,04,04,- Lãi/(lỗ) chênh lệch tỉ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,616.288.100,(2.406.799.291),,,616288100.0,-2406799291.0
05,05,05,- Lãi từ hoạt động đầu tư,,(5.863.740.343.185),(4.702.485.215.442),,,-5863740343185.0,-4702485215442.0
06,06,06,- Chi phí lãi vay,,718.865.003.138,469.304.726.277,,,718865003138.0,469304726277.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,8.531.153.385.367,5.835.834.559.435,,,8531153385367.0,5835834559435.0
09,09,09,- Tăng các khoản phải thu,,(2.593.855.838.909),(943.768.804.721),,,-2593855838909.0,-943768804721.0
10,10,10,- Tăng hàng tồn kho,,(25.772.928.507),(15.788.566.728),,,-25772928507.0,-15788566728.0
11,11,11,"- Giảm các khoản phải trả (không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,1.263.991.913.410,651.227.682.590,,,1263991913410.0,651227682590.0
12,12,12,- Tăng chi phí trả trước,,(607.537.213.595),(346.846.298.585),,,-607537213595.0,-346846298585.0
13,13,13,- Giảm/(tăng) chứng khoán kinh doanh,,105.665.633.150,(974.874.122.348),,,105665633150.0,-974874122348.0
14,14,14,- Tiền lãi vay đã trả,,(589.169.962.197),(405.432.471.461),,,-589169962197.0,-405432471461.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,17,(239.450.259.049),(340.807.252.113),,17.0,-239450259049.0,-340807252113.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(75.581.406.042),(146.723.603.451),,,-75581406042.0,-146723603451.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,5.769.443.323.628,3.312.821.122.618,,,5769443323628.0,3312821122618.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(382.043.545.560),(77.038.755.907),,,-382043545560.0,-77038755907.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1.277.010.539,1.925.467.912,,,1277010539.0,1925467912.0
23,23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(43.931.366.111.635),(35.111.691.375.005),,,-43931366111635.0,-35111691375005.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,30.908.507.307.192,24.772.819.391.338,,,30908507307192.0,24772819391338.0
25,25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(109.953.290.000),(669.895.682.237),,,-109953290000.0,-669895682237.0
26,26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác (trừ đi tiền do đơn vị bị thanh lý nằm giữ),,67.608.566.004,18.000.000.000,,,67608566004.0,18000000000.0
27,27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,4.733.488.436.891,4.185.543.675.109,,,4733488436891.0,4185543675109.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(8.712.481.626.569),(6.880.337.278.790),,,-8712481626569.0,-6880337278790.0
