row_label_raw,row_label_full,col_0,Thay đổi biến%,Thay đổi nghĩa vụ được bảo hiểm(triệu VND),Ảnh hưởng đến nguồn vốn chủ sở hữu(triệu VND),numeric__Thay đổi biến%,numeric__Thay đổi nghĩa vụ được bảo hiểm(triệu VND),numeric__Ảnh hưởng đến nguồn vốn chủ sở hữu(triệu VND)
Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,,,
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2017 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"+0,25",(260.318),208.255,0.25,-260318.0,208255.0
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2017 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"-0,25",387.142,(309.713),-0.25,387142.0,-309713.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2017 > Tỷ lệ tử vong,Tỷ lệ tử vong,+10,12.063,(9.650),10.0,12063.0,-9650.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2017 > Tỷ lệ tử vong,Tỷ lệ tử vong,-10,(2.562),2.050,-10.0,-2562.0,2050.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2017 > Tỷ lệ tử vong,Tỷ lệ tử vong,+20,29.510,(23.608),20.0,29510.0,-23608.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2017 > Tỷ lệ tử vong,Tỷ lệ tử vong,-20,10.032,(8.026),-20.0,10032.0,-8026.0
Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,,,
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2016 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"+0,25",(241.278),186.315,0.25,-241278.0,186315.0
Tỷ lệ chiết khấu,Ngày 31 tháng 12 năm 2016 > Tỷ lệ chiết khấu,Tỷ lệ chiết khấu,"-0,25",345.687,(266.940),-0.25,345687.0,-266940.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,+10,51.775,(39.981),10.0,51775.0,-39981.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,-10,(33.566),25.920,-10.0,-33566.0,25920.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,+20,119.588,(92.346),20.0,119588.0,-92346.0
Tỷ lệ tử vong,Ngày 31 tháng 12 năm 2016 > Tỷ lệ tử vong,Tỷ lệ tử vong,-20,(48.818),37.697,-20.0,-48818.0,37697.0
