row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
31,31,31,Chi khác hoạt động kinh doanh bảo hiểm\( (31 = 32 + 38 + 39) \),,(5.735.492.296.789),(4.232.776.274.049),,,-5735492296789.0,-4232776274049.0
32,32,32,Chi khác hoạt động bảo hiểm gốc\( (32 = 33 + 34 + 35 + 36 + 37) \),,(5.533.326.146.378),(4.207.185.385.576),,,-5533326146378.0,-4207185385576.0
33,33,33,Chi hoa hồng,9,(2.467.269.614.939),(1.962.077.048.011),,9.0,-2467269614939.0,-1962077048011.0
34,34,34,Chi đề phòng hạn chế tổn thất,,(85.018.112.840),(75.700.952.436),,,-85018112840.0,-75700952436.0
35,35,35,"Chi giảm định, chi đánh giá rủi ro đối tượngđược bảo hiểm, chi khác",,(116.978.158.028),(96.585.660.462),,,-116978158028.0,-96585660462.0
36,36,36,Chi phí bán hàng,29,(1.508.451.570.287),(938.377.952.871),,29.0,-1508451570287.0,-938377952871.0
37,37,37,Chi khác hoạt động kinh doanh bảo hiểm,30,(1.355.608.690.284),(1.134.443.771.796),,30.0,-1355608690284.0,-1134443771796.0
38,38,38,Chi nhận tải bảo hiểm khác,,(1.051.404.615),(3.201.454.297),,,-1051404615.0,-3201454297.0
39,39,39,Chi nhượng tái bảo hiểm khác,,(201.114.745.796),(22.389.434.176),,,-201114745796.0,-22389434176.0
40,40,40,Tổng chi hoạt động kinh doanh bảo hiểm\( (40 = 28 + 29 + 30 + 31) \),,(23.506.187.046.881),(18.609.045.110.929),,,-23506187046881.0,-18609045110929.0
41,41,41,Lợi nhuận gộp hoạt động kinh doanh bảo hiểm \( (41 = 15 + 40) \),,535.897.795.146,400.423.234.582,,,535897795146.0,400423234582.0
42.1,42.1,42.1,Doanh thu hoạt động khác,,382.453.040.570,297.970.974.822,,,382453040570.0,297970974822.0
42.2,42.2,42.2,Chi phí hoạt động khác,,(314.630.128.002),(270.478.765.106),,,-314630128002.0,-270478765106.0
42,42,42,Thu nhập thuần từ các hoạt động khác\( (42 = 42.1 + 42.2) \),31,67.822.912.568,27.492.209.716,,31.0,67822912568.0,27492209716.0
43.1,43.1,43.1,Doanh thu hoạt động tài chính,32.1,5.758.691.819.023,4.627.972.875.906,,321.0,5758691819023.0,4627972875906.0
43.2,43.2,43.2,Chi phí hoạt động tài chính,32.2,(1.420.797.149.598),(1.124.009.912.309),,322.0,-1420797149598.0,-1124009912309.0
43,43,43,Lợi nhuận hoạt động tài chính \( (43 = 43.1 + 43.2) \),,4.337.894.669.425,3.503.962.963.597,,,4337894669425.0,3503962963597.0
44,44,44,"Phần lợi nhuận trong công ty liên kết, đơn vị kinh doanh đồng kiểm soát",15.3.1,120.920.690.801,89.377.550.187,,1531.0,120920690801.0,89377550187.0
45,45,45,Chi phí quản lý doanh nghiệp,33,(3.147.504.547.029),(2.628.432.875.224),,33.0,-3147504547029.0,-2628432875224.0
46.1,46.1,46.1,Thu nhập khác,,23.604.974.262,10.088.299.889,,,23604974262.0,10088299889.0
46.2,46.2,46.2,Chi phí khác,,(4.893.901.846),(4.126.469.198),,,-4893901846.0,-4126469198.0
46,46,46,Lợi nhuận khác \( (46 = 46.1 + 46.2) \),34,18.711.072.416,5.961.830.691,,34.0,18711072416.0,5961830691.0
