row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),,25.008.139.902.575,19.878.856.297.778,,,25008139902575.0,19878856297778.0
02,02,02,Phi bảo hiểm gốc,26.1,25.521.511.280.522,20.018.586.566.154,,261.0,25521511280522.0,20018586566154.0
03,03,03,Phi nhận tải bảo hiểm,26.2,266.097.461.444,300.791.329.949,,262.0,266097461444.0,300791329949.0
04,04,04,Tăng dự phòng phí chưa được hưởng của bảo hiểm gốc và nhận tải bảo hiểm,,(779.468.839.391),(440.521.598.325),,,-779468839391.0,-440521598325.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),27,(1.641.147.464.342),(1.200.056.139.706),,27.0,-1641147464342.0,-1200056139706.0
06,06,06,Tổng phí nhượng tái bảo hiểm,,(1.907.954.935.940),(1.392.998.505.520),,,-1907954935940.0,-1392998505520.0
07,07,07,Giảm dự phòng phí nhượng tái bảo hiểm,,266.807.471.598,192.942.365.814,,,266807471598.0,192942365814.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01+ 05),,23.366.992.438.233,18.678.800.158.072,,,23366992438233.0,18678800158072.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm (09 = 10 + 11),,675.092.403.794,330.668.187.439,,,675092403794.0,330668187439.0
10,10,10,Thu hoa hồng nhượng tái bảo hiểm,,266.706.871.477,224.977.753.763,,,266706871477.0,224977753763.0
11,11,11,Thu nhập khác hoạt động kinh doanh bảo hiểm (11 = 12 + 13 + 14),,408.385.532.317,105.690.433.676,,,408385532317.0,105690433676.0
12,12,12,Thu khác nhận tái bảo hiểm,,45.693.273,687.797.942,,,45693273.0,687797942.0
13,13,13,Thu khác nhượng tái bảo hiểm,,366.084.846.827,77.046.090.738,,,366084846827.0,77046090738.0
14,14,14,Thu hoạt động khác,,42.254.992.217,27.956.544.996,,,42254992217.0,27956544996.0
15,15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,24.042.084.842.027,19.009.468.345.511,,,24042084842027.0,19009468345511.0
16,16,16,Chi bồi thường bảo hiểm gốc và chi trả đáo hạn,28.1,(8.462.636.715.124),(6.733.219.605.075),,281.0,-8462636715124.0,-6733219605075.0
17,17,17,Chi bồi thường nhận tái bảo hiểm,28.2,(166.688.253.900),(171.400.458.433),,282.0,-166688253900.0,-171400458433.0
18,18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,3.823.723.341,8.828.324.736,,,3823723341.0,8828324736.0
19,19,19,Thu đời người thứ ba,,2.392.119.840,6.690.882.282,,,2392119840.0,6690882282.0
20,20,20,Thu xử lý hàng bồi thường 100%,,1.431.603.501,2.137.442.454,,,1431603501.0,2137442454.0
21,21,21,Thu bồi thường nhượng tái bảo hiểm,28.3,847.695.972.396,521.456.218.523,,283.0,847695972396.0,521456218523.0
22,22,22,Tăng dự phòng nghiệp vụ bảo hiểm gốc (22 = 23 + 24 + 25),,(9.984.734.443.551),(7.851.781.260.180),,,-9984734443551.0,-7851781260180.0
23,23,23,Tăng dự phòng toán học,,(9.930.862.905.665),(7.817.786.340.296),,,-9930862905665.0,-7817786340296.0
24,24,24,Tăng dự phòng chia lãi,,(43.761.827.330),(27.657.369.626),,,-43761827330.0,-27657369626.0
25,25,25,Tăng dự phòng đảm bảo cân đối,,(10.109.710.556),(6.337.550.258),,,-10109710556.0,-6337550258.0
26,26,26,Tăng dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,,(922.714.299.451),(250.040.285.223),,,-922714299451.0,-250040285223.0
27,27,27,Tăng dự phòng bồi thường nhượng tái bảo hiểm,,761.559.266.197,116.505.901.459,,,761559266197.0,116505901459.0
28,28,28,Tổng chi bồi thường và trả tiền bảo hiểm (28 = 16 + 17 + 18 + 21 + 22 + 26 + 27),,(17.923.694.750.092),(14.359.651.164.193),,,-17923694750092.0,-14359651164193.0
29,29,29,Chi bồi thường từ quỹ dao động lớn,,281.408.224.424,93.000.000.000,,,281408224424.0,93000000000.0
30,30,30,Trích dự phòng dao động lớn,,(128.408.224.424),(109.617.672.687),,,-128408224424.0,-109617672687.0
