row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,Phải trả hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,524.490.555.140,416.191.425.721,524490555140.0,416191425721.0
Phải trả bởi thường và trả tiền bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả bởi thường và trả tiền bảo hiểm,Phải trả bởi thường và trả tiền bảo hiểm,90.728.602.425,75.796.803.425,90728602425.0,75796803425.0
Phải trả thu nhập đại lý,Phải trả hoạt động bảo hiểm > Phải trả thu nhập đại lý,Phải trả thu nhập đại lý,412.523.512.271,326.335.502.096,412523512271.0,326335502096.0
Lãi phải trả cho chủ hợp đồng,Phải trả hoạt động bảo hiểm > Lãi phải trả cho chủ hợp đồng,Lãi phải trả cho chủ hợp đồng,16.304.556.400,14.059.120.200,16304556400.0,14059120200.0
Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả phí nhượng tái bảo hiểm nhân thọ,Phải trả phí nhượng tái bảo hiểm nhân thọ,4.921.625.944,-,4921625944.0,
Phải trả hoàn phí bảo hiểm nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả hoàn phí bảo hiểm nhân thọ,Phải trả hoàn phí bảo hiểm nhân thọ,12.258.100,-,12258100.0,
Bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,2.017.565.636.936,967.377.134.193,2017565636936.0,967377134193.0
Phải trả hoa hồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả hoa hồng bảo hiểm,Phải trả hoa hồng bảo hiểm,103.118.234.647,80.664.106.396,103118234647.0,80664106396.0
Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả hoạt động bảo hiểm gốc phi nhân thọ,Phải trả hoạt động bảo hiểm gốc phi nhân thọ,226.120.862.544,183.341.088.989,226120862544.0,183341088989.0
Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhận tái bảo hiểm phi nhân thọ,Phải trả nhận tái bảo hiểm phi nhân thọ,98.457.964.629,124.091.582.519,98457964629.0,124091582519.0
Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả hoạt động bảo hiểm > Phải trả nhượng tái bảo hiểm phi nhân thọ,Phải trả nhượng tái bảo hiểm phi nhân thọ,1.421.648.557.387,462.087.073.366,1421648557387.0,462087073366.0
Phải trả đồng bảo hiểm,Phải trả hoạt động bảo hiểm > Phải trả đồng bảo hiểm,Phải trả đồng bảo hiểm,168.220.017.729,117.193.282.923,168220017729.0,117193282923.0
,,,2.542.056.192.076,1.383.568.559.914,2542056192076.0,1383568559914.0
Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,Phải trả hoạt động tài chính,,
Phải trả mua chứng khoán,Phải trả hoạt động tài chính > Phải trả mua chứng khoán,Phải trả mua chứng khoán,-,66.003.088.161,,66003088161.0
,,,-,66.003.088.161,,66003088161.0
Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,Phải trả người bán và nhà cung cấp dịch vụ,,
"Phải trả người bán, nhà cung cấp","Phải trả người bán và nhà cung cấp dịch vụ > Phải trả người bán, nhà cung cấp","Phải trả người bán, nhà cung cấp",152.240.647.087,127.111.523.245,152240647087.0,127111523245.0
Phải trả khác,Phải trả người bán và nhà cung cấp dịch vụ > Phải trả khác,Phải trả khác,449.082.166,252.613.393,449082166.0,252613393.0
,,,152.689.729.253,127.364.136.638,152689729253.0,127364136638.0
,,,2.694.745.921.329,1.576.935.784.713,2694745921329.0,1576935784713.0
