row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,992.412.648,32.209.177.649,992412648.0,32209177649.0
Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,25.795.016.839,6.936.806.154,25795016839.0,6936806154.0
Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,Bảo hiểm Dầu khí,5.898.333.869,4.958.796.678,5898333869.0,4958796678.0
Bảo hiểm Hàng không,Bảo hiểm Hàng không,Bảo hiểm Hàng không,711.568.402,1.355.644.038,711568402.0,1355644038.0
Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,12.086.313.866,14.038.802.358,12086313866.0,14038802358.0
Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,61.699.774.006,63.254.857.916,61699774006.0,63254857916.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,6.571.843.277,16.977.772.490,6571843277.0,16977772490.0
Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,46.103.537,87.336.341,46103537.0,87336341.0
Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,Bảo hiểm Y tế tự nguyện và con người,17.416.676.310,16.486.333.746,17416676310.0,16486333746.0
Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,35.470.211.146,15.094.931.063,35470211146.0,15094931063.0
,,,166.688.253.900,171.400.458.433,166688253900.0,171400458433.0
